Isotope,A,Z,YIELD,MASS,METALLICITY,IRV
N15,15.0,7.0,6.2541e-09,2.0,0.00012,0.0
O16,16.0,8.0,0.0005949,2.0,0.00012,0.0
O17,17.0,8.0,1.5267e-06,2.0,0.00012,0.0
O18,18.0,8.0,4.4092e-08,2.0,0.00012,0.0
F18,18.0,9.0,0.0,2.0,0.00012,0.0
F19,19.0,9.0,1.3559e-06,2.0,0.00012,0.0
Ne20,20.0,10.0,2.649e-05,2.0,0.00012,0.0
Ne21,21.0,10.0,1.2151e-06,2.0,0.00012,0.0
Ne22,22.0,10.0,0.0012885,2.0,0.00012,0.0
Na22,22.0,11.0,0.0,2.0,0.00012,0.0
Na23,23.0,11.0,1.3062e-05,2.0,0.00012,0.0
Na24,24.0,11.0,0.0,2.0,0.00012,0.0
Mg24,24.0,12.0,3.4323e-05,2.0,0.00012,0.0
Mg25,25.0,12.0,2.7889e-05,2.0,0.00012,0.0
Mg26,26.0,12.0,3.0161e-05,2.0,0.00012,0.0
Al26,26.0,13.0,3.3989e-08,2.0,0.00012,0.0
Al27,27.0,13.0,1.8947e-06,2.0,0.00012,0.0
Si28,28.0,14.0,1.1685e-05,2.0,0.00012,0.0
Si29,29.0,14.0,3.2225e-07,2.0,0.00012,0.0
Si30,30.0,14.0,2.8944e-07,2.0,0.00012,0.0
Si31,31.0,14.0,0.0,2.0,0.00012,0.0
Si32,32.0,14.0,1.0595e-13,2.0,0.00012,0.0
P31,31.0,15.0,2.9459e-07,2.0,0.00012,0.0
P32,32.0,15.0,0.0,2.0,0.00012,0.0
P33,33.0,15.0,0.0,2.0,0.00012,0.0
S32,32.0,16.0,5.3703e-06,2.0,0.00012,0.0
S33,33.0,16.0,2.1878e-08,2.0,0.00012,0.0
S34,34.0,16.0,1.2676e-07,2.0,0.00012,0.0
S35,35.0,16.0,0.0,2.0,0.00012,0.0
S36,36.0,16.0,4.4875e-09,2.0,0.00012,0.0
Cl35,35.0,17.0,1.7302e-08,2.0,0.00012,0.0
Cl36,36.0,17.0,2.6254e-11,2.0,0.00012,0.0
Cl37,37.0,17.0,1.1801e-08,2.0,0.00012,0.0
Ar36,36.0,18.0,1.1863e-06,2.0,0.00012,0.0
Ar37,37.0,18.0,0.0,2.0,0.00012,0.0
Ar38,38.0,18.0,8.7899e-08,2.0,0.00012,0.0
Ar39,39.0,18.0,1.4341e-12,2.0,0.00012,0.0
Ar40,40.0,18.0,2.3287e-09,2.0,0.00012,0.0
Ar41,41.0,18.0,0.0,2.0,0.00012,0.0
Ar42,42.0,18.0,0.0,2.0,0.00012,0.0
K39,39.0,19.0,1.8509e-08,2.0,0.00012,0.0
K40,40.0,19.0,2.2049e-10,2.0,0.00012,0.0
K41,41.0,19.0,2.6127e-09,2.0,0.00012,0.0
K42,42.0,19.0,0.0,2.0,0.00012,0.0
K43,43.0,19.0,0.0,2.0,0.00012,0.0
Ca40,40.0,20.0,8.9561e-07,2.0,0.00012,0.0
Ca41,41.0,20.0,8.9557e-11,2.0,0.00012,0.0
Ca42,42.0,20.0,3.6986e-09,2.0,0.00012,0.0
Ca43,43.0,20.0,8.7115e-10,2.0,0.00012,0.0
Ca44,44.0,20.0,8.4594e-09,2.0,0.00012,0.0
Ca45,45.0,20.0,0.0,2.0,0.00012,0.0
Ca46,46.0,20.0,3.1089e-10,2.0,0.00012,0.0
Ca47,47.0,20.0,0.0,2.0,0.00012,0.0
Ca48,48.0,20.0,6.6955e-10,2.0,0.00012,0.0
Sc45,45.0,21.0,6.1575e-10,2.0,0.00012,0.0
Sc46,46.0,21.0,0.0,2.0,0.00012,0.0
Sc47,47.0,21.0,0.0,2.0,0.00012,0.0
Sc48,48.0,21.0,0.0,2.0,0.00012,0.0
Sc49,49.0,21.0,0.0,2.0,0.00012,0.0
Ti46,46.0,22.0,1.4262e-09,2.0,0.00012,0.0
Ti47,47.0,22.0,1.1515e-09,2.0,0.00012,0.0
Ti48,48.0,22.0,1.035e-08,2.0,0.00012,0.0
Ti49,49.0,22.0,1.4038e-09,2.0,0.00012,0.0
Ti50,50.0,22.0,5.2983e-09,2.0,0.00012,0.0
V50,50.0,23.0,4.2308e-12,2.0,0.00012,0.0
V51,51.0,23.0,2.0355e-09,2.0,0.00012,0.0
Cr50,50.0,24.0,3.3648e-09,2.0,0.00012,0.0
Cr51,51.0,24.0,0.0,2.0,0.00012,0.0
Cr52,52.0,24.0,7.0622e-08,2.0,0.00012,0.0
Cr53,53.0,24.0,8.2104e-09,2.0,0.00012,0.0
Cr54,54.0,24.0,4.2299e-09,2.0,0.00012,0.0
Mn55,55.0,25.0,6.0908e-08,2.0,0.00012,0.0
Mn56,56.0,25.0,0.0,2.0,0.00012,0.0
Fe54,54.0,26.0,3.2441e-07,2.0,0.00012,0.0
Fe55,55.0,26.0,0.0,2.0,0.00012,0.0
Fe56,56.0,26.0,5.3888e-06,2.0,0.00012,0.0
Fe57,57.0,26.0,1.6039e-07,2.0,0.00012,0.0
Fe58,58.0,26.0,9.2889e-08,2.0,0.00012,0.0
Fe59,59.0,26.0,0.0,2.0,0.00012,0.0
Fe60,60.0,26.0,1.0241e-08,2.0,0.00012,0.0
Co59,59.0,27.0,3.7819e-08,2.0,0.00012,0.0
Co60,60.0,27.0,0.0,2.0,0.00012,0.0
Ni58,58.0,28.0,2.2272e-07,2.0,0.00012,0.0
Ni59,59.0,28.0,7.9674e-11,2.0,0.00012,0.0
Ni60,60.0,28.0,1.0173e-07,2.0,0.00012,0.0
Ni61,61.0,28.0,9.5316e-09,2.0,0.00012,0.0
Ni62,62.0,28.0,2.5112e-08,2.0,0.00012,0.0
Ni63,63.0,28.0,6.5099e-13,2.0,0.00012,0.0
Ni64,64.0,28.0,1.4038e-08,2.0,0.00012,0.0
Ni65,65.0,28.0,0.0,2.0,0.00012,0.0
Ni66,66.0,28.0,0.0,2.0,0.00012,0.0
Cu63,63.0,29.0,9.4346e-09,2.0,0.00012,0.0
Cu64,64.0,29.0,0.0,2.0,0.00012,0.0
Cu65,65.0,29.0,4.3119e-09,2.0,0.00012,0.0
Cu66,66.0,29.0,0.0,2.0,0.00012,0.0
Cu67,67.0,29.0,0.0,2.0,0.00012,0.0
Zn64,64.0,30.0,4.8995e-09,2.0,0.00012,0.0
Zn65,65.0,30.0,0.0,2.0,0.00012,0.0
Zn66,66.0,30.0,5.577e-09,2.0,0.00012,0.0
Zn67,67.0,30.0,1.0676e-09,2.0,0.00012,0.0
Zn68,68.0,30.0,6.3727e-09,2.0,0.00012,0.0
Zn69,69.0,30.0,0.0,2.0,0.00012,0.0
Zn70,70.0,30.0,1.2509e-10,2.0,0.00012,0.0
Ga69,69.0,31.0,8.2367e-10,2.0,0.00012,0.0
Ga70,70.0,31.0,0.0,2.0,0.00012,0.0
Ga71,71.0,31.0,6.1951e-10,2.0,0.00012,0.0
Ga72,72.0,31.0,0.0,2.0,0.00012,0.0
Ga73,73.0,31.0,0.0,2.0,0.00012,0.0
Ge70,70.0,32.0,1.1935e-09,2.0,0.00012,0.0
Ge71,71.0,32.0,0.0,2.0,0.00012,0.0
Ge72,72.0,32.0,1.3538e-09,2.0,0.00012,0.0
Ge73,73.0,32.0,4.0513e-10,2.0,0.00012,0.0
Ge74,74.0,32.0,2.5675e-09,2.0,0.00012,0.0
Ge75,75.0,32.0,0.0,2.0,0.00012,0.0
Ge76,76.0,32.0,1.8516e-10,2.0,0.00012,0.0
Ge77,77.0,32.0,0.0,2.0,0.00012,0.0
As75,75.0,33.0,2.7928e-10,2.0,0.00012,0.0
As76,76.0,33.0,0.0,2.0,0.00012,0.0
As77,77.0,33.0,0.0,2.0,0.00012,0.0
Se76,76.0,34.0,5.7074e-10,2.0,0.00012,0.0
Se77,77.0,34.0,2.5602e-10,2.0,0.00012,0.0
Se78,78.0,34.0,1.5305e-09,2.0,0.00012,0.0
Se79,79.0,34.0,1.3822e-10,2.0,0.00012,0.0
Se80,80.0,34.0,2.0588e-09,2.0,0.00012,0.0
Se81,81.0,34.0,0.0,2.0,0.00012,0.0
Se82,82.0,34.0,1.2165e-10,2.0,0.00012,0.0
Br79,79.0,35.0,2.1546e-10,2.0,0.00012,0.0
Br80,80.0,35.0,0.0,2.0,0.00012,0.0
Br81,81.0,35.0,3.6313e-10,2.0,0.00012,0.0
Br82,82.0,35.0,0.0,2.0,0.00012,0.0
Br83,83.0,35.0,0.0,2.0,0.00012,0.0
Br84,84.0,35.0,0.0,2.0,0.00012,0.0
Kr80,80.0,36.0,2.8768e-11,2.0,0.00012,0.0
Kr81,81.0,36.0,1.8034e-12,2.0,0.00012,0.0
Kr82,82.0,36.0,7.9162e-10,2.0,0.00012,0.0
Kr83,83.0,36.0,3.344e-10,2.0,0.00012,0.0
Kr84,84.0,36.0,2.4075e-09,2.0,0.00012,0.0
Kr85,85.0,36.0,0.0,2.0,0.00012,0.0
Kr86,86.0,36.0,2.3347e-09,2.0,0.00012,0.0
Kr87,87.0,36.0,0.0,2.0,0.00012,0.0
Kr88,88.0,36.0,0.0,2.0,0.00012,0.0
Rb85,85.0,37.0,7.836e-10,2.0,0.00012,0.0
Rb86,86.0,37.0,0.0,2.0,0.00012,0.0
Rb87,87.0,37.0,1.1664e-09,2.0,0.00012,0.0
Rb88,88.0,37.0,0.0,2.0,0.00012,0.0
Sr86,86.0,38.0,4.1206e-10,2.0,0.00012,0.0
Sr87,87.0,38.0,2.1974e-10,2.0,0.00012,0.0
Sr88,88.0,38.0,9.4645e-09,2.0,0.00012,0.0
Sr89,89.0,38.0,0.0,2.0,0.00012,0.0
Sr90,90.0,38.0,0.0,2.0,0.00012,0.0
Sr91,91.0,38.0,0.0,2.0,0.00012,0.0
Sr92,92.0,38.0,0.0,2.0,0.00012,0.0
Y89,89.0,39.0,2.8036e-09,2.0,0.00012,0.0
Y90,90.0,39.0,0.0,2.0,0.00012,0.0
Y91,91.0,39.0,0.0,2.0,0.00012,0.0
Y92,92.0,39.0,0.0,2.0,0.00012,0.0
Y93,93.0,39.0,0.0,2.0,0.00012,0.0
Zr90,90.0,40.0,2.4507e-09,2.0,0.00012,0.0
Zr91,91.0,40.0,7.8881e-10,2.0,0.00012,0.0
Zr92,92.0,40.0,1.334e-09,2.0,0.00012,0.0
Zr93,93.0,40.0,4.3117e-10,2.0,0.00012,0.0
Zr94,94.0,40.0,1.7239e-09,2.0,0.00012,0.0
Zr95,95.0,40.0,0.0,2.0,0.00012,0.0
Zr96,96.0,40.0,9.1873e-10,2.0,0.00012,0.0
Zr97,97.0,40.0,0.0,2.0,0.00012,0.0
Nb93,93.0,41.0,9.3215e-11,2.0,0.00012,0.0
Nb94,94.0,41.0,0.0,2.0,0.00012,0.0
Nb95,95.0,41.0,0.0,2.0,0.00012,0.0
Nb96,96.0,41.0,0.0,2.0,0.00012,0.0
Nb97,97.0,41.0,0.0,2.0,0.00012,0.0
Mo92,92.0,42.0,4.5126e-12,2.0,0.00012,0.0
Mo93,93.0,42.0,0.0,2.0,0.00012,0.0
Mo94,94.0,42.0,3.0265e-12,2.0,0.00012,0.0
Mo95,95.0,42.0,2.3453e-10,2.0,0.00012,0.0
Mo96,96.0,42.0,3.6787e-10,2.0,0.00012,0.0
Mo97,97.0,42.0,1.4872e-10,2.0,0.00012,0.0
Mo98,98.0,42.0,4.3752e-10,2.0,0.00012,0.0
Mo99,99.0,42.0,0.0,2.0,0.00012,0.0
Mo00,10.0,42.0,5.4944e-11,2.0,0.00012,0.0
Tc97,97.0,43.0,0.0,2.0,0.00012,0.0
Tc98,98.0,43.0,0.0,2.0,0.00012,0.0
Tc99,99.0,43.0,2.1742e-11,2.0,0.00012,0.0
Ru96,96.0,44.0,1.1342e-12,2.0,0.00012,0.0
Ru97,97.0,44.0,0.0,2.0,0.00012,0.0
Ru98,98.0,44.0,3.9066e-13,2.0,0.00012,0.0
Ru99,99.0,44.0,3.9521e-11,2.0,0.00012,0.0
Ru00,10.0,44.0,1.8427e-10,2.0,0.00012,0.0
Ru01,10.0,44.0,4.7596e-11,2.0,0.00012,0.0
Ru02,10.0,44.0,2.6862e-10,2.0,0.00012,0.0
Ru03,10.0,44.0,0.0,2.0,0.00012,0.0
Ru04,10.0,44.0,4.4856e-11,2.0,0.00012,0.0
Ru05,10.0,44.0,0.0,2.0,0.00012,0.0
Ru06,10.0,44.0,0.0,2.0,0.00012,0.0
Rh03,10.0,45.0,5.2157e-11,2.0,0.00012,0.0
Rh05,10.0,45.0,0.0,2.0,0.00012,0.0
Pd04,10.0,46.0,1.2791e-10,2.0,0.00012,0.0
Pd05,10.0,46.0,4.1857e-11,2.0,0.00012,0.0
Pd06,10.0,46.0,1.7471e-10,2.0,0.00012,0.0
Pd07,10.0,46.0,3.1942e-11,2.0,0.00012,0.0
Pd08,10.0,46.0,2.1637e-10,2.0,0.00012,0.0
Pd09,10.0,46.0,0.0,2.0,0.00012,0.0
Pd10,11.0,46.0,4.5371e-11,2.0,0.00012,0.0
Ag07,10.0,47.0,4.6452e-12,2.0,0.00012,0.0
Ag09,10.0,47.0,6.4599e-11,2.0,0.00012,0.0
Ag11,11.0,47.0,0.0,2.0,0.00012,0.0
Cd08,10.0,48.0,1.8286e-13,2.0,0.00012,0.0
Cd09,10.0,48.0,0.0,2.0,0.00012,0.0
Cd10,11.0,48.0,1.6487e-10,2.0,0.00012,0.0
Cd11,11.0,48.0,6.4953e-11,2.0,0.00012,0.0
Cd12,11.0,48.0,2.4064e-10,2.0,0.00012,0.0
Cd13,11.0,48.0,7.1416e-11,2.0,0.00012,0.0
Cd14,11.0,48.0,3.485e-10,2.0,0.00012,0.0
Cd15,11.0,48.0,0.0,2.0,0.00012,0.0
Cd16,11.0,48.0,1.3193e-10,2.0,0.00012,0.0
In13,11.0,49.0,1.033e-13,2.0,0.00012,0.0
In15,11.0,49.0,7.2638e-11,2.0,0.00012,0.0
Sn14,11.0,50.0,3.2712e-13,2.0,0.00012,0.0
Sn15,11.0,50.0,1.6977e-13,2.0,0.00012,0.0
Sn16,11.0,50.0,4.1903e-10,2.0,0.00012,0.0
Sn17,11.0,50.0,1.5484e-10,2.0,0.00012,0.0
Sn18,11.0,50.0,7.6509e-10,2.0,0.00012,0.0
Sn19,11.0,50.0,2.3429e-10,2.0,0.00012,0.0
Sn20,12.0,50.0,1.3171e-09,2.0,0.00012,0.0
Sn21,12.0,50.0,0.0,2.0,0.00012,0.0
Sn22,12.0,50.0,4.4737e-10,2.0,0.00012,0.0
Sn23,12.0,50.0,0.0,2.0,0.00012,0.0
Sn24,12.0,50.0,5.7465e-11,2.0,0.00012,0.0
Sb21,12.0,51.0,1.051e-10,2.0,0.00012,0.0
Sb22,12.0,51.0,0.0,2.0,0.00012,0.0
Sb23,12.0,51.0,5.8327e-11,2.0,0.00012,0.0
Sb24,12.0,51.0,0.0,2.0,0.00012,0.0
Sb25,12.0,51.0,0.0,2.0,0.00012,0.0
Te22,12.0,52.0,1.4744e-10,2.0,0.00012,0.0
Te23,12.0,52.0,4.9141e-11,2.0,0.00012,0.0
Te24,12.0,52.0,3.368e-10,2.0,0.00012,0.0
Te25,12.0,52.0,1.1576e-10,2.0,0.00012,0.0
Te26,12.0,52.0,5.7237e-10,2.0,0.00012,0.0
Te27,12.0,52.0,0.0,2.0,0.00012,0.0
Te28,12.0,52.0,1.2864e-10,2.0,0.00012,0.0
Te30,13.0,52.0,2.5129e-11,2.0,0.00012,0.0
I127,12.0,53.0,8.9245e-11,2.0,0.00012,0.0
I128,12.0,53.0,0.0,2.0,0.00012,0.0
I129,12.0,53.0,3.1507e-12,2.0,0.00012,0.0
I130,13.0,53.0,0.0,2.0,0.00012,0.0
I131,13.0,53.0,0.0,2.0,0.00012,0.0
I132,13.0,53.0,0.0,2.0,0.00012,0.0
I133,13.0,53.0,0.0,2.0,0.00012,0.0
Xe28,12.0,54.0,1.691e-10,2.0,0.00012,0.0
Xe29,12.0,54.0,9.5352e-11,2.0,0.00012,0.0
Xe30,13.0,54.0,3.4725e-10,2.0,0.00012,0.0
Xe31,13.0,54.0,1.1509e-10,2.0,0.00012,0.0
Xe32,13.0,54.0,7.0912e-10,2.0,0.00012,0.0
Xe33,13.0,54.0,0.0,2.0,0.00012,0.0
Xe34,13.0,54.0,4.2989e-10,2.0,0.00012,0.0
Xe35,13.0,54.0,0.0,2.0,0.00012,0.0
Xe36,13.0,54.0,3.9366e-11,2.0,0.00012,0.0
Cs33,13.0,55.0,1.0565e-10,2.0,0.00012,0.0
Cs34,13.0,55.0,0.0,2.0,0.00012,0.0
Cs35,13.0,55.0,1.1674e-10,2.0,0.00012,0.0
Cs36,13.0,55.0,0.0,2.0,0.00012,0.0
Cs37,13.0,55.0,0.0,2.0,0.00012,0.0
Ba34,13.0,56.0,1.9305e-10,2.0,0.00012,0.0
Ba35,13.0,56.0,7.2028e-11,2.0,0.00012,0.0
Ba36,13.0,56.0,6.6203e-10,2.0,0.00012,0.0
Ba37,13.0,56.0,9.9637e-10,2.0,0.00012,0.0
Ba38,13.0,56.0,1.0459e-08,2.0,0.00012,0.0
Ba39,13.0,56.0,0.0,2.0,0.00012,0.0
Ba40,14.0,56.0,0.0,2.0,0.00012,0.0
La39,13.0,57.0,1.291e-09,2.0,0.00012,0.0
La40,14.0,57.0,0.0,2.0,0.00012,0.0
Ce40,14.0,58.0,3.5772e-09,2.0,0.00012,0.0
Ce41,14.0,58.0,0.0,2.0,0.00012,0.0
Ce42,14.0,58.0,6.1619e-10,2.0,0.00012,0.0
Ce43,14.0,58.0,0.0,2.0,0.00012,0.0
Ce44,14.0,58.0,0.0,2.0,0.00012,0.0
Pr41,14.0,59.0,4.3917e-10,2.0,0.00012,0.0
Pr42,14.0,59.0,0.0,2.0,0.00012,0.0
Pr43,14.0,59.0,0.0,2.0,0.00012,0.0
Pr45,14.0,59.0,0.0,2.0,0.00012,0.0
Nd42,14.0,60.0,7.4394e-10,2.0,0.00012,0.0
Nd43,14.0,60.0,1.9038e-10,2.0,0.00012,0.0
Nd44,14.0,60.0,6.6047e-10,2.0,0.00012,0.0
Nd45,14.0,60.0,1.2242e-10,2.0,0.00012,0.0
Nd46,14.0,60.0,5.6503e-10,2.0,0.00012,0.0
Nd47,14.0,60.0,0.0,2.0,0.00012,0.0
Nd48,14.0,60.0,1.2566e-10,2.0,0.00012,0.0
Nd49,14.0,60.0,0.0,2.0,0.00012,0.0
Nd50,15.0,60.0,8.2878e-12,2.0,0.00012,0.0
Pm45,14.0,61.0,0.0,2.0,0.00012,0.0
Pm46,14.0,61.0,0.0,2.0,0.00012,0.0
Pm47,14.0,61.0,0.0,2.0,0.00012,0.0
Pm48,14.0,61.0,0.0,2.0,0.00012,0.0
Pm49,14.0,61.0,0.0,2.0,0.00012,0.0
Pm50,15.0,61.0,0.0,2.0,0.00012,0.0
Pm51,15.0,61.0,0.0,2.0,0.00012,0.0
Sm44,14.0,62.0,1.3342e-13,2.0,0.00012,0.0
Sm45,14.0,62.0,0.0,2.0,0.00012,0.0
Sm46,14.0,62.0,0.0,2.0,0.00012,0.0
Sm47,14.0,62.0,6.5793e-11,2.0,0.00012,0.0
Sm48,14.0,62.0,1.2905e-10,2.0,0.00012,0.0
Sm49,14.0,62.0,2.9396e-11,2.0,0.00012,0.0
Sm50,15.0,62.0,1.2153e-10,2.0,0.00012,0.0
Sm51,15.0,62.0,0.0,2.0,0.00012,0.0
Sm52,15.0,62.0,1.0801e-10,2.0,0.00012,0.0
Sm53,15.0,62.0,0.0,2.0,0.00012,0.0
Sm54,15.0,62.0,6.0293e-11,2.0,0.00012,0.0
Eu51,15.0,63.0,1.8373e-11,2.0,0.00012,0.0
Eu52,15.0,63.0,0.0,2.0,0.00012,0.0
Eu53,15.0,63.0,2.2316e-11,2.0,0.00012,0.0
Eu54,15.0,63.0,0.0,2.0,0.00012,0.0
Eu55,15.0,63.0,0.0,2.0,0.00012,0.0
Eu56,15.0,63.0,0.0,2.0,0.00012,0.0
Eu57,15.0,63.0,0.0,2.0,0.00012,0.0
Gd52,15.0,64.0,1.4107e-12,2.0,0.00012,0.0
Gd53,15.0,64.0,0.0,2.0,0.00012,0.0
Gd54,15.0,64.0,2.6894e-11,2.0,0.00012,0.0
Gd55,15.0,64.0,3.1298e-11,2.0,0.00012,0.0
Gd56,15.0,64.0,9.4543e-11,2.0,0.00012,0.0
Gd57,15.0,64.0,4.4172e-11,2.0,0.00012,0.0
Gd58,15.0,64.0,1.6555e-10,2.0,0.00012,0.0
Gd59,15.0,64.0,0.0,2.0,0.00012,0.0
Gd60,16.0,64.0,5.1118e-11,2.0,0.00012,0.0
Tb59,15.0,65.0,3.9632e-11,2.0,0.00012,0.0
Tb60,16.0,65.0,0.0,2.0,0.00012,0.0
Tb61,16.0,65.0,0.0,2.0,0.00012,0.0
Dy60,16.0,66.0,5.444e-11,2.0,0.00012,0.0
Dy61,16.0,66.0,3.1909e-11,2.0,0.00012,0.0
Dy62,16.0,66.0,1.2833e-10,2.0,0.00012,0.0
Dy63,16.0,66.0,4.1372e-11,2.0,0.00012,0.0
Dy64,16.0,66.0,1.9149e-10,2.0,0.00012,0.0
Dy65,16.0,66.0,0.0,2.0,0.00012,0.0
Dy66,16.0,66.0,0.0,2.0,0.00012,0.0
Ho63,16.0,67.0,1.17e-13,2.0,0.00012,0.0
Ho64,16.0,67.0,0.0,2.0,0.00012,0.0
Ho65,16.0,67.0,5.2815e-11,2.0,0.00012,0.0
Ho66,16.0,67.0,0.0,2.0,0.00012,0.0
Er64,16.0,68.0,2.2644e-11,2.0,0.00012,0.0
Er65,16.0,68.0,0.0,2.0,0.00012,0.0
Er66,16.0,68.0,7.6922e-11,2.0,0.00012,0.0
Er67,16.0,68.0,3.7065e-11,2.0,0.00012,0.0
Er68,16.0,68.0,1.4282e-10,2.0,0.00012,0.0
Er69,16.0,68.0,0.0,2.0,0.00012,0.0
Er70,17.0,68.0,8.1548e-11,2.0,0.00012,0.0
Er71,17.0,68.0,0.0,2.0,0.00012,0.0
Er72,17.0,68.0,0.0,2.0,0.00012,0.0
Tm69,16.0,69.0,3.03e-11,2.0,0.00012,0.0
Tm70,17.0,69.0,0.0,2.0,0.00012,0.0
Tm71,17.0,69.0,0.0,2.0,0.00012,0.0
Tm72,17.0,69.0,0.0,2.0,0.00012,0.0
Tm73,17.0,69.0,0.0,2.0,0.00012,0.0
Yb70,17.0,70.0,4.2453e-11,2.0,0.00012,0.0
Yb71,17.0,70.0,6.5697e-11,2.0,0.00012,0.0
Yb72,17.0,70.0,1.5668e-10,2.0,0.00012,0.0
Yb73,17.0,70.0,7.3397e-11,2.0,0.00012,0.0
Yb74,17.0,70.0,3.3785e-10,2.0,0.00012,0.0
Yb75,17.0,70.0,0.0,2.0,0.00012,0.0
Yb76,17.0,70.0,1.0181e-10,2.0,0.00012,0.0
Yb77,17.0,70.0,0.0,2.0,0.00012,0.0
Lu75,17.0,71.0,4.7435e-11,2.0,0.00012,0.0
Lu76,17.0,71.0,8.0745e-12,2.0,0.00012,0.0
Lu77,17.0,71.0,0.0,2.0,0.00012,0.0
Hf76,17.0,72.0,5.9952e-11,2.0,0.00012,0.0
Hf77,17.0,72.0,4.3454e-11,2.0,0.00012,0.0
Hf78,17.0,72.0,1.8873e-10,2.0,0.00012,0.0
Hf79,17.0,72.0,6.563e-11,2.0,0.00012,0.0
Hf80,18.0,72.0,3.4543e-10,2.0,0.00012,0.0
Hf81,18.0,72.0,0.0,2.0,0.00012,0.0
Hf82,18.0,72.0,4.159e-11,2.0,0.00012,0.0
Hf83,18.0,72.0,0.0,2.0,0.00012,0.0
Hf84,18.0,72.0,0.0,2.0,0.00012,0.0
Ta79,17.0,73.0,0.0,2.0,0.00012,0.0
Ta80,18.0,73.0,0.0,2.0,0.00012,0.0
Ta81,18.0,73.0,7.3161e-11,2.0,0.00012,0.0
Ta82,18.0,73.0,0.0,2.0,0.00012,0.0
Ta83,18.0,73.0,0.0,2.0,0.00012,0.0
Ta84,18.0,73.0,0.0,2.0,0.00012,0.0
W180,18.0,74.0,0.0,2.0,0.00012,0.0
W181,18.0,74.0,0.0,2.0,0.00012,0.0
W182,18.0,74.0,1.2491e-10,2.0,0.00012,0.0
W183,18.0,74.0,9.0699e-11,2.0,0.00012,0.0
W184,18.0,74.0,2.2702e-10,2.0,0.00012,0.0
W185,18.0,74.0,0.0,2.0,0.00012,0.0
W186,18.0,74.0,1.1961e-10,2.0,0.00012,0.0
W187,18.0,74.0,0.0,2.0,0.00012,0.0
W188,18.0,74.0,0.0,2.0,0.00012,0.0
Re85,18.0,75.0,4.5473e-11,2.0,0.00012,0.0
Re86,18.0,75.0,0.0,2.0,0.00012,0.0
Re87,18.0,75.0,3.2619e-11,2.0,0.00012,0.0
Re88,18.0,75.0,0.0,2.0,0.00012,0.0
Re89,18.0,75.0,0.0,2.0,0.00012,0.0
Os86,18.0,76.0,7.3106e-11,2.0,0.00012,0.0
Os87,18.0,76.0,1.9557e-11,2.0,0.00012,0.0
Os88,18.0,76.0,1.9915e-10,2.0,0.00012,0.0
Os89,18.0,76.0,4.5091e-11,2.0,0.00012,0.0
Os90,19.0,76.0,2.2804e-10,2.0,0.00012,0.0
Os91,19.0,76.0,0.0,2.0,0.00012,0.0
Os92,19.0,76.0,1.6801e-10,2.0,0.00012,0.0
Os93,19.0,76.0,0.0,2.0,0.00012,0.0
Os94,19.0,76.0,0.0,2.0,0.00012,0.0
Ir91,19.0,77.0,4.8853e-11,2.0,0.00012,0.0
Ir92,19.0,77.0,0.0,2.0,0.00012,0.0
Ir93,19.0,77.0,6.9914e-11,2.0,0.00012,0.0
Ir94,19.0,77.0,0.0,2.0,0.00012,0.0
Ir95,19.0,77.0,0.0,2.0,0.00012,0.0
Pt92,19.0,78.0,5.9006e-11,2.0,0.00012,0.0
Pt93,19.0,78.0,0.0,2.0,0.00012,0.0
Pt94,19.0,78.0,3.061e-10,2.0,0.00012,0.0
Pt95,19.0,78.0,1.1786e-10,2.0,0.00012,0.0
Pt96,19.0,78.0,3.4736e-10,2.0,0.00012,0.0
Pt97,19.0,78.0,0.0,2.0,0.00012,0.0
Pt98,19.0,78.0,6.3619e-11,2.0,0.00012,0.0
Au97,19.0,79.0,1.0227e-10,2.0,0.00012,0.0
Au98,19.0,79.0,0.0,2.0,0.00012,0.0
Au99,19.0,79.0,0.0,2.0,0.00012,0.0
Hg98,19.0,80.0,2.6418e-10,2.0,0.00012,0.0
Hg99,19.0,80.0,1.361e-10,2.0,0.00012,0.0
Hg00,20.0,80.0,4.4138e-10,2.0,0.00012,0.0
Hg01,20.0,80.0,1.8889e-10,2.0,0.00012,0.0
Hg02,20.0,80.0,7.8196e-10,2.0,0.00012,0.0
Hg03,20.0,80.0,0.0,2.0,0.00012,0.0
Hg04,20.0,80.0,8.0244e-11,2.0,0.00012,0.0
Tl03,20.0,81.0,3.7852e-10,2.0,0.00012,0.0
Tl04,20.0,81.0,0.0,2.0,0.00012,0.0
Tl05,20.0,81.0,7.303e-10,2.0,0.00012,0.0
Pb04,20.0,82.0,3.9902e-10,2.0,0.00012,0.0
Pb05,20.0,82.0,2.0444e-11,2.0,0.00012,0.0
Pb06,20.0,82.0,5.9629e-09,2.0,0.00012,0.0
Pb07,20.0,82.0,8.0947e-09,2.0,0.00012,0.0
Pb08,20.0,82.0,1.7575e-07,2.0,0.00012,0.0
Pb09,20.0,82.0,0.0,2.0,0.00012,0.0
Pb10,21.0,82.0,0.0,2.0,0.00012,0.0
Bi09,20.0,83.0,2.8701e-09,2.0,0.00012,0.0
Bi10,21.0,83.0,0.0,2.0,0.00012,0.0
Po10,21.0,84.0,0.0,2.0,0.00012,0.0
H,1.0,1.0,3.3769,6.0,0.003,0.0
He4,4.0,2.0,1.8063,6.0,0.003,0.0
