# From file: input/yields/lims/k10/['Z0.0001.dat', 'Z0.008.dat', 'Z0.004.dat', 'Z0.02.dat']
mass_ini,Z_ini,mass_fin,elemSymb,elemZ,elemA,Yield,Mi_windloss,Mi_ini,Xi_avg,Xi_ini,ProdFact
3.0,0.02,0.682,mg24 ,12,24,-2.0174775e-07,0.0011949922999999999,0.0011951941,0.00051552732,0.00051564793,-0.00010158843000000001
3.0,0.02,0.682,mg25 ,12,25,1.0766817000000002e-05,0.00016784266,0.00015707585,7.2408395e-05,6.7767927e-05,0.028764707999999996
3.0,0.02,0.682,mg26 ,12,26,1.3568293000000001e-05,0.00019374024,0.00018017195,8.358077300000001e-05,7.7732388e-05,0.031504358999999996
3.0,0.02,0.682,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,al-6 ,13,26,2.813556e-07,2.813556e-07,0.0,1.2137858999999999e-07,0.0,0.0
3.0,0.02,0.682,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,al27 ,13,27,3.825844e-06,0.00013861095,0.00013478511,5.9797647e-05,5.8150937999999996e-05,0.012127358000000001
3.0,0.02,0.682,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,si28 ,14,28,8.3819032e-09,0.00151641,0.0015164017000000001,0.00065418897,0.00065422792,-2.5860852e-05
3.0,0.02,0.682,si29 ,14,29,3.6603888e-07,7.9920115e-05,7.9554076e-05,3.4478046e-05,3.4322369e-05,0.0019653648999999997
3.0,0.02,0.682,si30 ,14,30,7.7025834e-07,5.5390818e-05,5.4620559000000005e-05,2.3895951e-05,2.3565191e-05,0.0060533481000000005
3.0,0.02,0.682,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,si32 ,14,32,3.6738064e-15,3.6738064e-15,0.0,1.5849035000000001e-15,0.0,0.0
3.0,0.02,0.682,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,p31  ,15,31,8.002280099999998e-08,1.9017965e-05,1.8937943e-05,8.204471700000001e-06,8.170481099999999e-06,0.0018029893
3.0,0.02,0.682,p32  ,15,32,9.378525199999999e-19,9.378525199999999e-19,0.0,4.0459553999999996e-19,0.0,0.0
3.0,0.02,0.682,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,s32  ,16,32,-7.4511627e-07,0.0009184493699999999,0.0009191944800000001,0.00039622489999999996,0.00039657217000000006,-0.00038045735
3.0,0.02,0.682,s33  ,16,33,2.1141749999999998e-07,7.6937777e-06,7.4823602e-06,3.3191447999999996e-06,3.228148e-06,0.012072778999999999
3.0,0.02,0.682,s34  ,16,34,5.4569682e-08,0.00043391170999999997,0.00043385714999999995,0.00018719226999999998,0.00018718093999999996,2.6299349e-05
3.0,0.02,0.682,s35  ,16,35,3.2606629e-08,3.2606629e-08,0.0,1.4066707e-08,0.0,0.0
3.0,0.02,0.682,fe54 ,26,54,-1.7059938e-06,0.00016390771,0.0001656137,7.0710827e-05,7.1451461e-05,-0.0045251935
3.0,0.02,0.682,fe55 ,26,55,9.8309192e-07,9.8309192e-07,0.0,4.2411213000000005e-07,0.0,0.0
3.0,0.02,0.682,fe56 ,26,56,-8.3667692e-06,0.0027071363,0.0027155031,0.0011678758,0.0011715617,-0.0013684670000000002
3.0,0.02,0.682,fe57 ,26,57,6.032183599999999e-06,7.235138000000001e-05,6.6319197e-05,3.1212847e-05,2.8612385e-05,0.03777932
3.0,0.02,0.682,fe58 ,26,58,3.3317292000000003e-06,1.1919640999999999e-05,8.5879119e-06,5.1422089e-06,3.7051209e-06,0.14234732
3.0,0.02,0.682,fe59 ,26,59,-3.1998649999999994e-41,-3.1998649999999994e-41,0.0,-1.3804191e-41,0.0,0.0
3.0,0.02,0.682,fe60 ,26,60,9.5256976e-09,9.5256976e-09,0.0,4.1094466e-09,0.0,0.0
3.0,0.02,0.682,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,co59 ,27,59,7.9288475e-07,8.5931824e-06,7.8002977e-06,3.7071536000000005e-06,3.3653174999999997e-06,0.04201455
3.0,0.02,0.682,co60 ,27,60,3.3478167e-14,3.3478167e-14,0.0,1.4442694e-14,0.0,0.0
3.0,0.02,0.682,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.02,0.682,ni58 ,28,58,-1.2097880000000001e-06,0.00011363258999999999,0.00011484238000000001,4.9021823e-05,4.9546954e-05,-0.0046275058
3.0,0.02,0.682,ni59 ,28,59,1.2126910000000002e-07,1.2126910000000002e-07,0.0,5.231626e-08,0.0,0.0
3.0,0.02,0.682,ni60 ,28,60,1.1935117e-07,4.5602489999999995e-05,4.5483139e-05,1.9673205e-05,1.9622994000000002e-05,0.0011098653
3.0,0.02,0.682,ni61 ,28,61,6.880856300000001e-06,8.8770785e-06,1.9962222e-06,3.8296280000000005e-06,8.612390699999999e-07,0.64803284
3.0,0.02,0.682,ni62 ,28,62,-6.398453900000001e-06,5.0042019e-08,6.448496200000001e-06,2.1588444999999997e-08,2.7821033999999996e-06,-2.1101520000000002
3.5,0.02,0.718,g    ,0,1,1.6093294e-07,3.1879026e-07,1.5785731e-07,1.1459031e-07,5.6745975e-08,0.30521286
3.5,0.02,0.718,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,p    ,1,1,-0.093763471,1.8198951,1.9136586,0.65416789,0.68791503,-0.021845572
3.5,0.02,0.718,d    ,1,2,1.7152902e-17,1.7152902e-17,0.0,6.1656728e-18,0.0,0.0
3.5,0.02,0.718,he3  ,2,3,0.00020468852,0.00020468852,0.0,7.357603299999999e-05,0.0,0.0
3.5,0.02,0.718,he4  ,2,4,0.069596112,0.88496161,0.81536549,0.31810266,0.29310462,0.035544637999999996
3.5,0.02,0.718,li7  ,3,7,-5.0294759e-09,1.6001638999999998e-10,5.1894924e-09,5.7518468999999994e-11,1.8655e-09,-1.510988
3.5,0.02,0.718,be7  ,4,7,2.7642151e-14,2.7642151e-14,0.0,9.9360717e-15,0.0,0.0
3.5,0.02,0.718,b8   ,5,8,2.0181876999999998e-29,2.0181876999999998e-29,0.0,7.254448499999999e-30,0.0,0.0
3.5,0.02,0.718,c12  ,6,12,0.018695414,0.027138792000000002,0.008443377,0.0097551374,0.0030351942,0.50704694
3.5,0.02,0.718,c13  ,6,13,0.00013811485000000002,0.00023973199,0.00010161715,8.6172535e-05,3.6528963e-05,0.37273154
3.5,0.02,0.718,c14  ,6,14,2.3346663e-08,2.3346663e-08,0.0,8.3920426e-09,0.0,0.0
3.5,0.02,0.718,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,n14  ,7,14,0.0040359179999999995,0.0071123466000000005,0.0030764288000000002,0.0025565587,0.0011059034,0.36393857
3.5,0.02,0.718,n15  ,7,15,-6.4690676e-06,5.6803792e-06,1.2149447e-05,2.0418329e-06,4.367439e-06,-0.33020663
3.5,0.02,0.718,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,o16  ,8,16,-0.0016933195000000002,0.025026162999999997,0.026719483,0.0089957453,0.009605022099999999,-0.028461227000000002
3.5,0.02,0.718,o17  ,8,17,4.8474620000000007e-05,5.9299433e-05,1.0824812e-05,2.1315396e-05,3.891264e-06,0.73860276
3.5,0.02,0.718,o18  ,8,18,-1.7757808e-05,4.2587599e-05,6.0345406e-05,1.5308267e-05,2.1692746000000002e-05,-0.15138848
3.5,0.02,0.718,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,f19  ,9,19,5.7204583999999996e-06,6.8486506e-06,1.1281924e-06,2.4617722999999998e-06,4.055585e-07,0.78319436
3.5,0.02,0.718,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,ne20 ,10,20,3.9613806e-06,0.0045141465999999995,0.0045101852,0.0016226263,0.001621305,0.00035376885000000004
3.5,0.02,0.718,ne21 ,10,21,1.3936341999999998e-06,1.2889453e-05,1.1495817999999998e-05,4.633160599999999e-06,4.1324747e-06,0.049667145999999995
3.5,0.02,0.718,ne22 ,10,22,0.0025976459,0.0029603583000000003,0.00036271231,0.0010641115,0.00013038651000000002,0.91175443
3.5,0.02,0.718,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,na22 ,11,22,8.391988400000001e-20,8.391988400000001e-20,0.0,3.0165306e-20,0.0,0.0
3.5,0.02,0.718,na23 ,11,23,6.5187844e-05,0.00015821191,9.302407100000001e-05,5.6869845e-05,3.3439956000000005e-05,0.23061639
3.5,0.02,0.718,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,mg24 ,12,24,-5.0613889e-06,0.0014293804,0.0014344418,0.0005137959400000001,0.00051564793,-0.0015626187
3.5,0.02,0.718,mg25 ,12,25,4.1367559e-05,0.00022988602000000003,0.00018851846000000002,8.2633363e-05,6.7767927e-05,0.086131223
3.5,0.02,0.718,mg26 ,12,26,4.4758388e-05,0.00026099622000000004,0.00021623784,9.3816037e-05,7.7732388e-05,0.081675068
3.5,0.02,0.718,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,al-6 ,13,26,2.0853547e-07,2.0853547e-07,0.0,7.4958827e-08,0.0,0.0
3.5,0.02,0.718,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,al27 ,13,27,6.2901963e-06,0.00016805589,0.0001617657,6.04083e-05,5.8150937999999996e-05,0.016539916
3.5,0.02,0.718,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,si28 ,14,28,-4.7124921999999996e-07,0.0018194758,0.0018199470000000001,0.00065401715,0.00065422792,-0.00013993618999999998
3.5,0.02,0.718,si29 ,14,29,1.0328949e-06,9.6511692e-05,9.5478797e-05,3.4691479e-05,3.4322369e-05,0.0046455669
3.5,0.02,0.718,si30 ,14,30,2.2134918e-06,6.7767709e-05,6.5554217e-05,2.4359348e-05,2.3565191e-05,0.014394663
3.5,0.02,0.718,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,si32 ,14,32,4.5838902e-14,4.5838902e-14,0.0,1.6476958999999998e-14,0.0,0.0
3.5,0.02,0.718,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,p31  ,15,31,2.059769e-07,2.2934819e-05,2.2728842e-05,8.244003799999999e-06,8.170481099999999e-06,0.0038905265000000002
3.5,0.02,0.718,p32  ,15,32,1.1701796000000001e-17,1.1701796000000001e-17,0.0,4.2062527e-18,0.0,0.0
3.5,0.02,0.718,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,s32  ,16,32,-2.2506574e-06,0.0011009434,0.0011031941,0.00039573811,0.00039657217000000006,-0.00091434823
3.5,0.02,0.718,s33  ,16,33,3.6811161e-07,9.3482513e-06,8.9801397e-06,3.3602628e-06,3.228148e-06,0.017419798
3.5,0.02,0.718,s34  ,16,34,2.5727786e-08,0.00052073016,0.00052070443,0.00018717834999999999,0.00018718093999999996,-6.0055863e-06
3.5,0.02,0.718,s35  ,16,35,8.7388223e-08,8.7388223e-08,0.0,3.1412014e-08,0.0,0.0
3.5,0.02,0.718,fe54 ,26,54,-3.5490375e-06,0.00019521636000000003,0.0001987654,7.0171227e-05,7.1451461e-05,-0.0078520337
3.5,0.02,0.718,fe55 ,26,55,1.4487257e-06,1.4487257e-06,0.0,5.2074972e-07,0.0,0.0
3.5,0.02,0.718,fe56 ,26,56,-2.1745684e-05,0.0032373327,0.0032590784000000005,0.0011636709,0.0011715617,-0.0029349836999999998
3.5,0.02,0.718,fe57 ,26,57,1.2111552e-05,9.1706177e-05,7.9594625e-05,3.2964119000000004e-05,2.8612385e-05,0.061487429
3.5,0.02,0.718,fe58 ,26,58,1.0536715e-05,2.0843710000000002e-05,1.0306995e-05,7.4923473e-06,3.7051209e-06,0.30581552
3.5,0.02,0.718,fe59 ,26,59,1.9423988e-38,1.9423988e-38,0.0,6.982022799999999e-39,0.0,0.0
3.5,0.02,0.718,fe60 ,26,60,1.4168401000000002e-07,1.4168401000000002e-07,0.0,5.0928832999999995e-08,0.0,0.0
3.5,0.02,0.718,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,co59 ,27,59,2.0535971999999997e-06,1.1415319e-05,9.3617218e-06,4.1032777e-06,3.3653174999999997e-06,0.086104855
3.5,0.02,0.718,co60 ,27,60,4.9824148e-13,4.9824148e-13,0.0,1.7909471000000002e-13,0.0,0.0
3.5,0.02,0.718,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.02,0.718,ni58 ,28,58,-2.5940244e-06,0.00013523688999999997,0.00013783091,4.861139e-05,4.9546954e-05,-0.008278930600000001
3.5,0.02,0.718,ni59 ,28,59,1.7944083e-07,1.7944083e-07,0.0,6.4500654e-08,0.0,0.0
3.5,0.02,0.718,ni60 ,28,60,5.5713099e-07,5.514485e-05,5.4587719e-05,1.9822017e-05,1.9622994000000002e-05,0.0043825689
3.5,0.02,0.718,ni61 ,28,61,9.4064599e-06,1.1802275e-05,2.3958155e-06,4.2423708e-06,8.612390699999999e-07,0.69248492
3.5,0.02,0.718,ni62 ,28,62,-7.7309978e-06,8.3245437e-09,7.7393224e-06,2.9922873e-09,2.7821033999999996e-06,-2.96837
4.0,0.02,0.792,g    ,0,1,2.057734e-07,3.878030800000001e-07,1.8202967999999997e-07,1.2088626e-07,5.6745975e-08,0.32844186
4.0,0.02,0.792,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,p    ,1,1,-0.063057899,2.1436353,2.2066932,0.66821551,0.68791503,-0.012618253000000001
4.0,0.02,0.792,d    ,1,2,1.9034653000000002e-17,1.9034653000000002e-17,0.0,5.9334955999999996e-18,0.0,0.0
4.0,0.02,0.792,he3  ,2,3,0.00019090575000000001,0.00019090575000000001,0.0,5.9509274999999994e-05,0.0,0.0
4.0,0.02,0.792,he4  ,2,4,0.048814297,0.98903501,0.94022071,0.3083027,0.29310462,0.021954682000000003
4.0,0.02,0.792,li7  ,3,7,-5.8330625e-09,1.5108609e-10,5.9841487e-09,4.7096663000000004e-11,1.8655e-09,-1.5978051000000002
4.0,0.02,0.792,be7  ,4,7,3.4087457000000003e-12,3.4087457000000003e-12,0.0,1.0625766000000002e-12,0.0,0.0
4.0,0.02,0.792,b8   ,5,8,4.0950817e-27,4.0950817e-27,0.0,1.2765217999999998e-27,0.0,0.0
4.0,0.02,0.792,c12  ,6,12,0.009186306,0.018922599,0.009736293,0.005898566,0.0030351942,0.28855994
4.0,0.02,0.792,c13  ,6,13,0.00017281614,0.00028999371,0.00011717756999999999,9.0397043e-05,3.6528963e-05,0.39351687
4.0,0.02,0.792,c14  ,6,14,2.0957331999999997e-08,2.0957331999999997e-08,0.0,6.5328343e-09,0.0,0.0
4.0,0.02,0.792,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,n14  ,7,14,0.005078,0.0086255157,0.0035475157,0.0026887518,0.0011059034,0.3858335
4.0,0.02,0.792,n15  ,7,15,-7.630302199999999e-06,6.3795642e-06,1.4009866e-05,1.9886422e-06,4.367439e-06,-0.34167019
4.0,0.02,0.792,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,o16  ,8,16,-0.001677677,0.029133303,0.03081098,0.009081454000000001,0.009605022099999999,-0.024342977999999998
4.0,0.02,0.792,o17  ,8,17,4.8245514e-05,6.0727907e-05,1.2482394e-05,1.8930146e-05,3.891264e-06,0.68706328
4.0,0.02,0.792,o18  ,8,18,-2.0166714e-05,4.9419257e-05,6.9585971e-05,1.5405005e-05,2.1692746000000002e-05,-0.14865269
4.0,0.02,0.792,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,f19  ,9,19,2.2539109e-06,3.554861e-06,1.3009501e-06,1.1081238e-06,4.055585e-07,0.43653479
4.0,0.02,0.792,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,ne20 ,10,20,-2.6999041e-06,0.0051981201,0.00520082,0.0016203617,0.001621305,-0.00025274647999999996
4.0,0.02,0.792,ne21 ,10,21,1.1784286000000002e-06,1.4434577e-05,1.3256148000000001e-05,4.4995562999999995e-06,4.1324747e-06,0.036959507
4.0,0.02,0.792,ne22 ,10,22,0.0011293872,0.0015476409,0.00041825371,0.0004824317,0.00013038651000000002,0.56820321
4.0,0.02,0.792,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,na22 ,11,22,1.5757979e-16,1.5757979e-16,0.0,4.9120882999999996e-17,0.0,0.0
4.0,0.02,0.792,na23 ,11,23,5.5070945000000005e-05,0.00016233958999999998,0.00010726865,5.0604613e-05,3.3439956000000005e-05,0.17992439999999998
4.0,0.02,0.792,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,mg24 ,12,24,-1.4387886000000002e-05,0.001639707,0.0016540949,0.00051113061,0.00051564793,-0.0038213793
4.0,0.02,0.792,mg25 ,12,25,4.0860192000000004e-05,0.00025824609,0.0002173859,8.0500649e-05,6.7767927e-05,0.074775197
4.0,0.02,0.792,mg26 ,12,26,5.1169074e-05,0.00030051894,0.00024934986000000003,9.3677976e-05,7.7732388e-05,0.08103548
4.0,0.02,0.792,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,al-6 ,13,26,2.7272299e-07,2.7272299e-07,0.0,8.5013404e-08,0.0,0.0
4.0,0.02,0.792,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,al27 ,13,27,6.540591099999999e-06,0.00019307711,0.00018653652,6.0186132e-05,5.8150937999999996e-05,0.014939736
4.0,0.02,0.792,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,si28 ,14,28,2.0978041000000002e-07,0.0020988414000000003,0.0020986316,0.0006542523,0.00065422792,1.6204313999999998e-05
4.0,0.02,0.792,si29 ,14,29,9.4910502e-07,0.00011104836000000001,0.00011009926000000001,3.4616074e-05,3.4322369e-05,0.0037005343
4.0,0.02,0.792,si30 ,14,30,2.1144879e-06,7.770687799999999e-05,7.559239e-05,2.4222843e-05,2.3565191e-05,0.011954132
4.0,0.02,0.792,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,si32 ,14,32,2.3298805000000004e-13,2.3298805000000004e-13,0.0,7.262719999999999e-14,0.0,0.0
4.0,0.02,0.792,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,p31  ,15,31,2.1518099e-07,2.6424443e-05,2.6209262e-05,8.2370461e-06,8.170481099999999e-06,0.0035238627000000002
4.0,0.02,0.792,p32  ,15,32,5.947741600000001e-17,5.947741600000001e-17,0.0,1.8540342e-17,0.0,0.0
4.0,0.02,0.792,p33  ,15,33,5.2234589e-38,5.2234589e-38,0.0,1.6282603e-38,0.0,0.0
4.0,0.02,0.792,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,s32  ,16,32,-1.9653235e-06,0.0012701583999999999,0.0012721238,0.00039593468,0.00039657217000000006,-0.00069868041
4.0,0.02,0.792,s33  ,16,33,1.9752952e-07,1.0552779000000001e-05,1.0355249e-05,3.2895196e-06,3.228148e-06,0.0081790332
4.0,0.02,0.792,s34  ,16,34,3.9697625e-08,0.0006004785,0.0006004388,0.00018718157999999998,0.00018718093999999996,1.5013836000000002e-06
4.0,0.02,0.792,s35  ,16,35,7.931758699999999e-08,7.931758699999999e-08,0.0,2.4724932999999997e-08,0.0,0.0
4.0,0.02,0.792,fe54 ,26,54,-2.4072069e-06,0.00022679471,0.00022920192000000004,7.0696609e-05,7.1451461e-05,-0.0046125142999999995
4.0,0.02,0.792,fe55 ,26,55,6.410603499999999e-07,6.410603499999999e-07,0.0,1.9983179e-07,0.0,0.0
4.0,0.02,0.792,fe56 ,26,56,-1.783343e-05,0.0037403009,0.0037581343,0.0011659293,0.0011715617,-0.0020929454000000003
4.0,0.02,0.792,fe57 ,26,57,7.2568946e-06,9.9039673e-05,9.1782778e-05,3.0872718e-05,2.8612385e-05,0.03302082
4.0,0.02,0.792,fe58 ,26,58,9.906538300000001e-06,2.1791820000000002e-05,1.1885282e-05,6.7929617999999995e-06,3.7051209e-06,0.26325679
4.0,0.02,0.792,fe59 ,26,59,4.829275300000001e-39,4.829275300000001e-39,0.0,1.5053854999999997e-39,0.0,0.0
4.0,0.02,0.792,fe60 ,26,60,3.6433737999999996e-07,3.6433737999999996e-07,0.0,1.135715e-07,0.0,0.0
4.0,0.02,0.792,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,co59 ,27,59,1.968906e-06,1.2764168e-05,1.0795262000000001e-05,3.9788556e-06,3.3653174999999997e-06,0.072732143
4.0,0.02,0.792,co60 ,27,60,1.3093893999999998e-12,1.3093893999999998e-12,0.0,4.0816379000000004e-13,0.0,0.0
4.0,0.02,0.792,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.02,0.792,ni58 ,28,58,-1.7687562e-06,0.00015716792,0.00015893667,4.8992493e-05,4.9546954e-05,-0.0048874109
4.0,0.02,0.792,ni59 ,28,59,1.4749166000000002e-07,1.4749166000000002e-07,0.0,4.5976204e-08,0.0,0.0
4.0,0.02,0.792,ni60 ,28,60,5.9991726e-07,6.354654e-05,6.2946623e-05,1.9808773000000002e-05,1.9622994000000002e-05,0.0040922826
4.0,0.02,0.792,ni61 ,28,61,1.0845442000000001e-05,1.3608124e-05,2.7626818e-06,4.2419342e-06,8.612390699999999e-07,0.69244021
4.0,0.02,0.792,ni62 ,28,62,-8.9154391e-06,8.9889554e-09,8.924427699999999e-06,2.8020435e-09,2.7821033999999996e-06,-2.9968984
4.5,0.02,0.852,g    ,0,1,3.5865554e-07,5.6565199e-07,2.0699645e-07,1.5505812e-07,5.6745975e-08,0.43655947
4.5,0.02,0.852,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,p    ,1,1,-0.10856915,2.4007888,2.5093579,0.65811098,0.68791503,-0.019235659
4.5,0.02,0.852,d    ,1,2,2.0578502e-17,2.0578502e-17,0.0,5.6410368e-18,0.0,0.0
4.5,0.02,0.852,he3  ,2,3,0.00016707343000000002,0.00016707343000000002,0.0,4.5798639000000006e-05,0.0,0.0
4.5,0.02,0.852,he4  ,2,4,0.094339252,1.1635183999999998,1.0691792,0.31894693,0.29310462,0.036695771
4.5,0.02,0.852,li7  ,3,7,-5.8263439e-10,6.2222858e-09,6.8049202e-09,1.7056705e-09,1.8655e-09,-0.038900115
4.5,0.02,0.852,be7  ,4,7,1.8476388e-09,1.8476388e-09,0.0,5.0647991e-10,0.0,0.0
4.5,0.02,0.852,b8   ,5,8,9.1175547e-25,9.1175547e-25,0.0,2.4993297999999996e-25,0.0,0.0
4.5,0.02,0.852,c12  ,6,12,0.008479945400000001,0.019551646000000002,0.011071701000000001,0.0053595519,0.0030351942,0.246942
4.5,0.02,0.852,c13  ,6,13,0.00028020347,0.00041345286,0.00013324937,0.00011333686000000002,3.6528963e-05,0.49173382
4.5,0.02,0.852,c14  ,6,14,3.5271185e-08,3.5271185e-08,0.0,9.6686366e-09,0.0,0.0
4.5,0.02,0.852,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,n14  ,7,14,0.006426468,0.010460553000000001,0.0040340847,0.0028674761,0.0011059034,0.41378263
4.5,0.02,0.852,n15  ,7,15,-1.5236967e-05,6.9445889e-07,1.5931426e-05,1.9036702e-07,4.367439e-06,-1.3606352
4.5,0.02,0.852,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,o16  ,8,16,-0.0023379698,0.032698974,0.035036944,0.0089635346,0.009605022099999999,-0.030019083999999998
4.5,0.02,0.852,o17  ,8,17,4.3292537e-05,5.7486985000000006e-05,1.4194449e-05,1.5758493000000003e-05,3.891264e-06,0.60742402
4.5,0.02,0.852,o18  ,8,18,-2.5695429999999997e-05,5.3434786e-05,7.9130215e-05,1.4647693e-05,2.1692746000000002e-05,-0.17054531
4.5,0.02,0.852,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,f19  ,9,19,1.9428794e-06,3.4222649e-06,1.4793853000000002e-06,9.381208199999999e-07,4.055585e-07,0.36420524
4.5,0.02,0.852,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.02,0.852,ne20 ,10,20,-4.4759363e-06,0.005909676700000001,0.0059141526,0.0016199772,0.001621305,-0.00035581892
