isotope,a,z,yield,mass,metallicity,mass_ej,massfrac
p31,31,15,2.8106554501999997e-08,0.668,0.0001,0.582,4.8293048972508586e-08
p32,32,15,3.7697989000000004e-21,0.668,0.0001,0.582,6.477317697594503e-21
p33,33,15,0.0,0.668,0.0001,0.582,0.0
p34,34,15,0.0,0.668,0.0001,0.582,0.0
s32,32,16,1.1487079455999998e-06,0.668,0.0001,0.582,1.9737249924398624e-06
s33,33,16,9.574974269999999e-09,0.668,0.0001,0.582,1.6451845824742267e-08
s34,34,16,5.44184974211e-07,0.668,0.0001,0.582,9.350257288848797e-07
s35,35,16,3.0293373e-10,0.668,0.0001,0.582,5.205046907216494e-10
fe54,54,26,2.0431048699999997e-07,0.668,0.0001,0.582,3.5104894673539517e-07
fe55,55,26,8.0056201e-10,0.668,0.0001,0.582,1.3755360996563575e-09
fe56,56,26,3.3759586436e-06,0.668,0.0001,0.582,5.800616226116839e-06
fe57,57,26,8.936494835999999e-08,0.668,0.0001,0.582,1.535480212371134e-07
fe58,58,26,1.8985386772e-08,0.668,0.0001,0.582,3.2620939470790383e-08
fe59,59,26,9.13002e-41,0.668,0.0001,0.582,1.5687319587628867e-40
fe60,60,26,6.0132255e-10,0.668,0.0001,0.582,1.0332002577319589e-09
fe61,61,26,0.0,0.668,0.0001,0.582,0.0
co59,59,27,1.1663247233999998e-08,0.668,0.0001,0.582,2.0039943701030925e-08
co60,60,27,2.1131761e-15,0.668,0.0001,0.582,3.63088676975945e-15
co61,61,27,0.0,0.668,0.0001,0.582,0.0
ni58,58,28,1.4166839899999999e-07,0.668,0.0001,0.582,2.434164931271478e-07
ni59,59,28,2.6009075e-11,0.668,0.0001,0.582,4.4689132302405496e-11
ni60,60,28,5.8244500681999995e-08,0.668,0.0001,0.582,1.0007646165292095e-07
ni61,61,28,2.6857925135e-08,0.668,0.0001,0.582,4.614763768900344e-08
ni62,62,28,2.551087324e-09,0.668,0.0001,0.582,4.383311553264605e-09
g,1,0,2.663198919833e-08,0.661,0.0001,0.839,3.1742537781084626e-08
n,1,0,0.0,0.661,0.0001,0.839,0.0
p,1,1,0.58719556478,0.661,0.0001,0.839,0.6998755241716329
d,2,1,4.7256554999999996e-18,0.661,0.0001,0.839,5.632485697258641e-18
he3,3,2,0.00016939414,0.661,0.0001,0.839,0.00020190004767580452
he4,4,2,0.2390833948,0.661,0.0001,0.839,0.28496232991656734
li7,7,3,1.558680999999996e-10,0.661,0.0001,0.839,1.8577842669845007e-10
be7,7,4,5.1079388e-13,0.661,0.0001,0.839,6.088127294398094e-13
b8,8,5,3.1391580000000003e-27,0.661,0.0001,0.839,3.741547079856973e-27
c12,12,6,0.011615834474081,0.661,0.0001,0.839,0.013844856345746127
c13,13,6,1.04620724205e-06,0.661,0.0001,0.839,1.2469692992252682e-06
c14,14,6,1.4827167e-09,0.661,0.0001,0.839,1.767242789034565e-09
n13,13,7,0.0,0.661,0.0001,0.839,0.0
n14,14,7,4.4485214193200006e-05,0.661,0.0001,0.839,5.3021709407866516e-05
n15,15,7,4.0895297146e-08,0.661,0.0001,0.839,4.874290482240763e-08
o14,14,8,0.0,0.661,0.0001,0.839,0.0
o15,15,8,0.0,0.661,0.0001,0.839,0.0
o16,16,8,0.00031569095171100003,0.661,0.0001,0.839,0.00037627050263528013
o17,17,8,3.315540118e-07,0.661,0.0001,0.839,3.951776064362336e-07
o18,18,8,6.507735183999999e-08,0.661,0.0001,0.839,7.756537764004767e-08
o19,19,8,0.0,0.661,0.0001,0.839,0.0
f17,17,9,0.0,0.661,0.0001,0.839,0.0
f18,18,9,0.0,0.661,0.0001,0.839,0.0
f19,19,9,1.2532049584406e-06,0.661,0.0001,0.839,1.4936888658410012e-06
f20,20,9,0.0,0.661,0.0001,0.839,0.0
ne19,19,10,0.0,0.661,0.0001,0.839,0.0
ne20,20,10,1.1025796786299998e-05,0.661,0.0001,0.839,1.3141593309058401e-05
ne21,21,10,1.96281204873e-07,0.661,0.0001,0.839,2.3394660890703219e-07
ne22,22,10,0.00053905469575565,0.661,0.0001,0.839,0.0006424966576348629
ne23,23,10,0.0,0.661,0.0001,0.839,0.0
na21,21,11,0.0,0.661,0.0001,0.839,0.0
na22,22,11,1.6641301e-28,0.661,0.0001,0.839,1.9834685339690107e-28
na23,23,11,4.5601756439300005e-06,0.661,0.0001,0.839,5.4352510654708e-06
na24,24,11,0.0,0.661,0.0001,0.839,0.0
mg23,23,12,0.0,0.661,0.0001,0.839,0.0
mg24,24,12,2.6516658664999997e-06,0.661,0.0001,0.839,3.1605075882002382e-06
mg25,25,12,2.11393058914e-06,0.661,0.0001,0.839,2.5195835389034565e-06
mg26,26,12,2.0708764316099998e-06,0.661,0.0001,0.839,2.468267498939213e-06
mg27,27,12,0.0,0.661,0.0001,0.839,0.0
al25,25,13,0.0,0.661,0.0001,0.839,0.0
al26,26,13,1.6035923e-09,0.661,0.0001,0.839,1.9113138259833135e-09
al27,27,13,2.8414907538999996e-07,0.661,0.0001,0.839,3.3867589438617396e-07
al28,28,13,0.0,0.661,0.0001,0.839,0.0
si27,27,14,0.0,0.661,0.0001,0.839,0.0
si28,28,14,2.7631474163e-06,0.661,0.0001,0.839,3.2933819026221693e-06
si29,29,14,1.4911645792e-07,0.661,0.0001,0.839,1.7773117749702027e-07
si30,30,14,1.1550935528999999e-07,0.661,0.0001,0.839,1.3767503610250297e-07
si31,31,14,0.0,0.661,0.0001,0.839,0.0
si32,32,14,7.0364099e-17,0.661,0.0001,0.839,8.386662574493445e-17
si33,33,14,0.0,0.661,0.0001,0.839,0.0
p29,29,15,0.0,0.661,0.0001,0.839,0.0
p30,30,15,0.0,0.661,0.0001,0.839,0.0
p31,31,15,5.0047525079e-08,0.661,0.0001,0.839,5.965140057091776e-08
p32,32,15,1.7962616e-20,0.661,0.0001,0.839,2.1409554231227654e-20
p33,33,15,0.0,0.661,0.0001,0.839,0.0
p34,34,15,0.0,0.661,0.0001,0.839,0.0
s32,32,16,1.6520833242999997e-06,0.661,0.0001,0.839,1.969110040882002e-06
s33,33,16,1.4265074189999998e-08,0.661,0.0001,0.839,1.700247221692491e-08
s34,34,16,7.847933228e-07,0.661,0.0001,0.839,9.35391326340882e-07
s35,35,16,1.1611125e-09,0.661,0.0001,0.839,1.3839243146603098e-09
fe54,54,26,2.8816089214999997e-07,0.661,0.0001,0.839,3.4345755917759233e-07
fe55,55,26,2.7753861e-09,0.661,0.0001,0.839,3.3079691299165674e-09
fe56,56,26,4.8197922577e-06,0.661,0.0001,0.839,5.744686838736592e-06
fe57,57,26,1.4427610422e-07,0.661,0.0001,0.839,1.7196198357568534e-07
fe58,58,26,4.7271108194e-08,0.661,0.0001,0.839,5.6342202853396905e-08
fe59,59,26,0.0,0.661,0.0001,0.839,0.0
fe60,60,26,8.1323182e-10,0.661,0.0001,0.839,9.692870321811682e-10
fe61,61,26,0.0,0.661,0.0001,0.839,0.0
co59,59,27,2.0812141093e-08,0.661,0.0001,0.839,2.4805889264600716e-08
co60,60,27,2.8578693e-15,0.661,0.0001,0.839,3.4062804529201435e-15
co61,61,27,0.0,0.661,0.0001,0.839,0.0
ni58,58,28,1.997259205e-07,0.661,0.0001,0.839,2.3805234862932064e-07
ni59,59,28,1.7734895e-10,0.661,0.0001,0.839,2.1138134684147795e-10
ni60,60,28,8.529607203899999e-08,0.661,0.0001,0.839,1.0166397144100118e-07
ni61,61,28,5.83671099575e-08,0.661,0.0001,0.839,6.956747313170441e-08
ni62,62,28,2.0363084479999988e-09,0.661,0.0001,0.839,2.427066088200237e-09
g,1,0,4.8446496006419995e-08,0.664,0.0001,1.0859999999999999,4.461003315508287e-08
n,1,0,0.0,0.664,0.0001,1.0859999999999999,0.0
p,1,1,0.7231786757199999,0.664,0.0001,1.0859999999999999,0.6659103827992634
d,2,1,6.601713599999999e-18,0.664,0.0001,1.0859999999999999,6.078925966850829e-18
he3,3,2,0.00018582352,0.664,0.0001,1.0859999999999999,0.00017110821362799266
he4,4,2,0.3367538821999999,0.664,0.0001,1.0859999999999999,0.31008644769797417
li7,7,3,1.459616999999995e-10,0.664,0.0001,1.0859999999999999,1.344030386740327e-10
be7,7,4,8.5689187e-14,0.664,0.0001,1.0859999999999999,7.890348710865563e-14
b8,8,5,2.1030214e-28,0.664,0.0001,1.0859999999999999,1.9364837937384902e-28
c12,12,6,0.023145355062994,0.664,0.0001,1.0859999999999999,0.021312481641799264
c13,13,6,1.3569489617e-06,0.664,0.0001,1.0859999999999999,1.2494925982504605e-06
c14,14,6,9.6263957e-09,0.664,0.0001,1.0859999999999999,8.86408443830571e-09
n13,13,7,0.0,0.664,0.0001,1.0859999999999999,0.0
n14,14,7,5.95401584968e-05,0.664,0.0001,1.0859999999999999,5.4825191986003685e-05
n15,15,7,4.907283780399999e-08,0.664,0.0001,1.0859999999999999,4.518677514180479e-08
o14,14,8,0.0,0.664,0.0001,1.0859999999999999,0.0
o15,15,8,0.0,0.664,0.0001,1.0859999999999999,0.0
o16,16,8,0.000478478157614,0.664,0.0001,1.0859999999999999,0.0004405876221123389
o17,17,8,8.280905932e-07,0.664,0.0001,1.0859999999999999,7.625143583793739e-07
o18,18,8,6.874618415999998e-08,0.664,0.0001,1.0859999999999999,6.3302195359116e-08
o19,19,8,0.0,0.664,0.0001,1.0859999999999999,0.0
f17,17,9,0.0,0.664,0.0001,1.0859999999999999,0.0
f18,18,9,0.0,0.664,0.0001,1.0859999999999999,0.0
f19,19,9,4.7990596052043995e-06,0.664,0.0001,1.0859999999999999,4.41902357753628e-06
f20,20,9,0.0,0.664,0.0001,1.0859999999999999,0.0
ne19,19,10,0.0,0.664,0.0001,1.0859999999999999,0.0
ne20,20,10,3.10577008862e-05,0.664,0.0001,1.0859999999999999,2.859825127642726e-05
ne21,21,10,7.80395553602e-07,0.664,0.0001,1.0859999999999999,7.185962740349909e-07
ne22,22,10,0.0020752643665681,0.664,0.0001,1.0859999999999999,0.0019109248310940148
ne23,23,10,0.0,0.664,0.0001,1.0859999999999999,0.0
na21,21,11,0.0,0.664,0.0001,1.0859999999999999,0.0
na22,22,11,5.1146179e-26,0.664,0.0001,1.0859999999999999,4.70959290976059e-26
na23,23,11,3.566315518082e-05,0.664,0.0001,1.0859999999999999,3.283900108731123e-05
na24,24,11,0.0,0.664,0.0001,1.0859999999999999,0.0
mg23,23,12,0.0,0.664,0.0001,1.0859999999999999,0.0
mg24,24,12,7.094328920999999e-06,0.664,0.0001,1.0859999999999999,6.5325312348066305e-06
mg25,25,12,1.286715733636e-05,0.664,0.0001,1.0859999999999999,1.1848211175285453e-05
mg26,26,12,1.317214534914e-05,0.664,0.0001,1.0859999999999999,1.2129047282817681e-05
mg27,27,12,0.0,0.664,0.0001,1.0859999999999999,0.0
al25,25,13,0.0,0.664,0.0001,1.0859999999999999,0.0
al26,26,13,4.6806266e-09,0.664,0.0001,1.0859999999999999,4.309969244935544e-09
al27,27,13,5.346788048599999e-07,0.664,0.0001,1.0859999999999999,4.923377576979742e-07
al28,28,13,0.0,0.664,0.0001,1.0859999999999999,0.0
si27,27,14,0.0,0.664,0.0001,1.0859999999999999,0.0
si28,28,14,3.6045985561999998e-06,0.664,0.0001,1.0859999999999999,3.3191515250460406e-06
si29,29,14,2.0086779567999998e-07,0.664,0.0001,1.0859999999999999,1.8496113782688768e-07
si30,30,14,1.7459647645999997e-07,0.664,0.0001,1.0859999999999999,1.6077023615101288e-07
si31,31,14,0.0,0.664,0.0001,1.0859999999999999,0.0
si32,32,14,2.4439852e-15,0.664,0.0001,1.0859999999999999,2.2504467771639045e-15
si33,33,14,0.0,0.664,0.0001,1.0859999999999999,0.0
p29,29,15,0.0,0.664,0.0001,1.0859999999999999,0.0
p30,30,15,0.0,0.664,0.0001,1.0859999999999999,0.0
p31,31,15,8.2000999846e-08,0.664,0.0001,1.0859999999999999,7.550736634069982e-08
p32,32,15,6.2390299e-19,0.664,0.0001,1.0859999999999999,5.744963075506447e-19
p33,33,15,0.0,0.664,0.0001,1.0859999999999999,0.0
p34,34,15,0.0,0.664,0.0001,1.0859999999999999,0.0
s32,32,16,2.1251518477999997e-06,0.664,0.0001,1.0859999999999999,1.956861738305709e-06
s33,33,16,1.9328579699999994e-08,0.664,0.0001,1.0859999999999999,1.7797955524861875e-08
s34,34,16,1.0185710348e-06,0.664,0.0001,1.0859999999999999,9.379107134438307e-07
s35,35,16,2.7036697e-09,0.664,0.0001,1.0859999999999999,2.489566942909761e-09
fe54,54,26,3.5949111509999994e-07,0.664,0.0001,1.0859999999999999,3.310231262430939e-07
fe55,55,26,6.0903549e-09,0.664,0.0001,1.0859999999999999,5.608061602209946e-09
fe56,56,26,6.125501205799999e-06,0.664,0.0001,1.0859999999999999,5.64042468305709e-06
fe57,57,26,2.1934473528e-07,0.664,0.0001,1.0859999999999999,2.0197489436464093e-07
fe58,58,26,1.1316355235599999e-07,0.664,0.0001,1.0859999999999999,1.0420216607366483e-07
fe59,59,26,0.0,0.664,0.0001,1.0859999999999999,0.0
fe60,60,26,2.8951868e-09,0.664,0.0001,1.0859999999999999,2.6659178637200742e-09
fe61,61,26,0.0,0.664,0.0001,1.0859999999999999,0.0
co59,59,27,3.764494108199999e-08,0.664,0.0001,1.0859999999999999,3.466384998342541e-08
co60,60,27,1.0174298e-14,0.664,0.0001,1.0859999999999999,9.3685985267035e-15
co61,61,27,0.0,0.664,0.0001,1.0859999999999999,0.0
ni58,58,28,2.488084406e-07,0.664,0.0001,1.0859999999999999,2.2910537808471458e-07
ni59,59,28,3.2769851e-10,0.664,0.0001,1.0859999999999999,3.01748167587477e-10
ni60,60,28,1.1446660808599998e-07,0.664,0.0001,1.0859999999999999,1.0540203322836095e-07
ni61,61,28,1.1731675235500001e-07,0.664,0.0001,1.0859999999999999,1.0802647546500924e-07
ni62,62,28,1.7295535199999943e-10,0.664,0.0001,1.0859999999999999,1.592590718232039e-10
g,1,0,2.3554963056929997e-08,0.681,0.0001,1.2189999999999999,1.932318544456932e-08
n,1,0,0.0,0.681,0.0001,1.2189999999999999,0.0
p,1,1,0.79767283038,0.681,0.0001,1.2189999999999999,0.6543665548646432
d,2,1,7.235100699999999e-18,0.681,0.0001,1.2189999999999999,5.935275389663659e-18
he3,3,2,0.00018984062,0.681,0.0001,1.2189999999999999,0.00015573471698113208
he4,4,2,0.3873075028,0.681,0.0001,1.2189999999999999,0.3177255970467597
li7,7,3,1.250516999999994e-10,0.681,0.0001,1.2189999999999999,1.0258547990155817e-10
be7,7,4,4.5345065e-13,0.681,0.0001,1.2189999999999999,3.7198576702214935e-13
b8,8,5,1.5603310000000002e-28,0.681,0.0001,1.2189999999999999,1.280009023789992e-28
c12,12,6,0.029687929380101,0.681,0.0001,1.2189999999999999,0.024354330910665304
c13,13,6,1.64538170305e-06,0.681,0.0001,1.2189999999999999,1.3497799040607055e-06
c14,14,6,1.4762727e-08,0.681,0.0001,1.2189999999999999,1.2110522559474981e-08
n13,13,7,0.0,0.681,0.0001,1.2189999999999999,0.0
n14,14,7,7.09997307372e-05,0.681,0.0001,1.2189999999999999,5.824424178605415e-05
n15,15,7,3.9165778466e-08,0.681,0.0001,1.2189999999999999,3.212943270385562e-08
o14,14,8,0.0,0.681,0.0001,1.2189999999999999,0.0
o15,15,8,0.0,0.681,0.0001,1.2189999999999999,0.0
o16,16,8,0.000536864152331,0.681,0.0001,1.2189999999999999,0.0004404135786144381
o17,17,8,8.707678978000001e-07,0.681,0.0001,1.2189999999999999,7.143296946677606e-07
o18,18,8,7.333600463999998e-08,0.681,0.0001,1.2189999999999999,6.01607913371616e-08
o19,19,8,0.0,0.681,0.0001,1.2189999999999999,0.0
f17,17,9,0.0,0.681,0.0001,1.2189999999999999,0.0
f18,18,9,0.0,0.681,0.0001,1.2189999999999999,0.0
f19,19,9,7.822848622692599e-06,0.681,0.0001,1.2189999999999999,6.417431191708449e-06
f20,20,9,0.0,0.681,0.0001,1.2189999999999999,0.0
ne19,19,10,0.0,0.681,0.0001,1.2189999999999999,0.0
ne20,20,10,5.17629097323e-05,0.681,0.0001,1.2189999999999999,4.246342061714521e-05
ne21,21,10,1.369919787533e-06,0.681,0.0001,1.2189999999999999,1.1238062243913045e-06
ne22,22,10,0.00331768828392865,0.681,0.0001,1.2189999999999999,0.0027216474847650946
ne23,23,10,0.0,0.681,0.0001,1.2189999999999999,0.0
na21,21,11,0.0,0.681,0.0001,1.2189999999999999,0.0
na22,22,11,3.6981101e-24,0.681,0.0001,1.2189999999999999,3.033724446267433e-24
na23,23,11,6.736984775453e-05,0.681,0.0001,1.2189999999999999,5.5266487083289584e-05
na24,24,11,0.0,0.681,0.0001,1.2189999999999999,0.0
mg23,23,12,0.0,0.681,0.0001,1.2189999999999999,0.0
mg24,24,12,1.2311798996499999e-05,0.681,0.0001,1.2189999999999999,1.0099917142329778e-05
mg25,25,12,2.6595794407940003e-05,0.681,0.0001,1.2189999999999999,2.1817714854749798e-05
mg26,26,12,2.8459395927809997e-05,0.681,0.0001,1.2189999999999999,2.3346510195086136e-05
mg27,27,12,0.0,0.681,0.0001,1.2189999999999999,0.0
al25,25,13,0.0,0.681,0.0001,1.2189999999999999,0.0
al26,26,13,8.8806145e-09,0.681,0.0001,1.2189999999999999,7.28516365873667e-09
al27,27,13,9.154032281899999e-07,0.681,0.0001,1.2189999999999999,7.509460444544709e-07
al28,28,13,0.0,0.681,0.0001,1.2189999999999999,0.0
si27,27,14,0.0,0.681,0.0001,1.2189999999999999,0.0
si28,28,14,4.110558237299999e-06,0.681,0.0001,1.2189999999999999,3.3720740256767835e-06
si29,29,14,2.3114867921999997e-07,0.681,0.0001,1.2189999999999999,1.896215580147662e-07
si30,30,14,1.9792950408999998e-07,0.681,0.0001,1.2189999999999999,1.623703889171452e-07
si31,31,14,0.0,0.681,0.0001,1.2189999999999999,0.0
si32,32,14,3.4088762000000004e-16,0.681,0.0001,1.2189999999999999,2.796452994257589e-16
si33,33,14,0.0,0.681,0.0001,1.2189999999999999,0.0
p29,29,15,0.0,0.681,0.0001,1.2189999999999999,0.0
p30,30,15,0.0,0.681,0.0001,1.2189999999999999,0.0
p31,31,15,7.509870625899999e-08,0.681,0.0001,1.2189999999999999,6.160681399425758e-08
p32,32,15,8.7022031e-20,0.681,0.0001,1.2189999999999999,7.138804840032815e-20
p33,33,15,0.0,0.681,0.0001,1.2189999999999999,0.0
p34,34,15,0.0,0.681,0.0001,1.2189999999999999,0.0
s32,32,16,2.3761825136999997e-06,0.681,0.0001,1.2189999999999999,1.9492883623461854e-06
s33,33,16,2.2131936249999996e-08,0.681,0.0001,1.2189999999999999,1.815581316652994e-08
s34,34,16,1.1403514965299999e-06,0.681,0.0001,1.2189999999999999,9.354811292288762e-07
s35,35,16,2.2171038e-09,0.681,0.0001,1.2189999999999999,1.8187890073831012e-09
fe54,54,26,3.9560417515e-07,0.681,0.0001,1.2189999999999999,3.245317269483183e-07
fe55,55,26,7.7875386e-09,0.681,0.0001,1.2189999999999999,6.388464807219033e-09
fe56,56,26,6.813702185699999e-06,0.681,0.0001,1.2189999999999999,5.58958341730927e-06
fe57,57,26,2.6762583062e-07,0.681,0.0001,1.2189999999999999,2.1954539017227238e-07
fe58,58,26,1.7324050767400002e-07,0.681,0.0001,1.2189999999999999,1.4211690539294507e-07
fe59,59,26,2.9198332e-36,0.681,0.0001,1.2189999999999999,2.3952692370795737e-36
fe60,60,26,6.0751719e-09,0.681,0.0001,1.2189999999999999,4.9837341263330605e-09
fe61,61,26,0.0,0.681,0.0001,1.2189999999999999,0.0
co59,59,27,5.2874243952999994e-08,0.681,0.0001,1.2189999999999999,4.337509758244463e-08
co60,60,27,2.1349455e-14,0.681,0.0001,1.2189999999999999,1.751390894175554e-14
co61,61,27,0.0,0.681,0.0001,1.2189999999999999,0.0
ni58,58,28,2.735248234e-07,0.681,0.0001,1.2189999999999999,2.2438459671862182e-07
ni59,59,28,3.7736397e-10,0.681,0.0001,1.2189999999999999,3.0956847415914684e-10
ni60,60,28,1.3377902571899998e-07,0.681,0.0001,1.2189999999999999,1.0974489394503691e-07
ni61,61,28,1.224295941075e-07,0.681,0.0001,1.2189999999999999,1.0043444963699755e-07
ni62,62,28,8.937390799999796e-11,0.681,0.0001,1.2189999999999999,7.331739786710252e-11
g,1,0,7.28978405805e-09,0.685,0.0001,1.315,5.5435620213307985e-09
n,1,0,0.0,0.685,0.0001,1.315,0.0
p,1,1,0.8419066363000001,0.685,0.0001,1.315,0.640233183498099
d,2,1,8.1625827e-18,0.685,0.0001,1.315,6.2072872243346005e-18
he3,3,2,0.00019862058,0.685,0.0001,1.315,0.00015104226615969584
he4,4,2,0.431605518,0.685,0.0001,1.315,0.32821712395437264
li7,7,3,7.354149999999979e-11,0.685,0.0001,1.315,5.5925095057034064e-11
be7,7,4,1.4920014e-13,0.685,0.0001,1.315,1.1346018250950572e-13
b8,8,5,8.434366399999999e-29,0.685,0.0001,1.315,6.413966844106463e-29
c12,12,6,0.035701082766885,0.685,0.0001,1.315,0.027149112370254757
c13,13,6,1.76038057425e-06,0.685,0.0001,1.315,1.3386924519011408e-06
c14,14,6,2.7119089e-08,0.685,0.0001,1.315,2.0622881368821294e-08
n13,13,7,0.0,0.685,0.0001,1.315,0.0
n14,14,7,7.8107823422e-05,0.685,0.0001,1.315,5.93975843513308e-05
n15,15,7,2.5340873809999996e-08,0.685,0.0001,1.315,1.9270626471482888e-08
o14,14,8,0.0,0.685,0.0001,1.315,0.0
o15,15,8,0.0,0.685,0.0001,1.315,0.0
o16,16,8,0.0005785657954349999,0.685,0.0001,1.315,0.00043997398892395436
o17,17,8,9.37092053e-07,0.685,0.0001,1.315,7.126175307984791e-07
o18,18,8,7.398211639999998e-08,0.685,0.0001,1.315,5.6260164562737636e-08
o19,19,8,0.0,0.685,0.0001,1.315,0.0
f17,17,9,0.0,0.685,0.0001,1.315,0.0
f18,18,9,0.0,0.685,0.0001,1.315,0.0
f19,19,9,1.0984673789451e-05,0.685,0.0001,1.315,8.353364098441825e-06
f20,20,9,0.0,0.685,0.0001,1.315,0.0
ne19,19,10,0.0,0.685,0.0001,1.315,0.0
ne20,20,10,7.28398743355e-05,0.685,0.0001,1.315,5.539153941863118e-05
ne21,21,10,2.287286624205e-06,0.685,0.0001,1.315,1.7393814632737645e-06
ne22,22,10,0.00459366860473025,0.685,0.0001,1.315,0.0034932841100610264
ne23,23,10,0.0,0.685,0.0001,1.315,0.0
na21,21,11,0.0,0.685,0.0001,1.315,0.0
na22,22,11,1.5274208999999998e-23,0.685,0.0001,1.315,1.16153680608365e-23
na23,23,11,0.00010402757033405,0.685,0.0001,1.315,7.9108418504981e-05
na24,24,11,0.0,0.685,0.0001,1.315,0.0
mg23,23,12,0.0,0.685,0.0001,1.315,0.0
mg24,24,12,1.93946731525e-05,0.685,0.0001,1.315,1.4748800876425856e-05
mg25,25,12,4.91076053769e-05,0.685,0.0001,1.315,3.7344186598403043e-05
mg26,26,12,5.6199471886850005e-05,0.685,0.0001,1.315,4.273724097859316e-05
mg27,27,12,0.0,0.685,0.0001,1.315,0.0
al25,25,13,0.0,0.685,0.0001,1.315,0.0
al26,26,13,1.53734e-08,0.685,0.0001,1.315,1.1690798479087454e-08
al27,27,13,1.57164452315e-06,0.685,0.0001,1.315,1.195166937756654e-06
al28,28,13,0.0,0.685,0.0001,1.315,0.0
si27,27,14,0.0,0.685,0.0001,1.315,0.0
si28,28,14,4.5892465805e-06,0.685,0.0001,1.315,3.4899213539923958e-06
si29,29,14,2.600861527e-07,0.685,0.0001,1.315,1.9778414653992397e-07
si30,30,14,2.2008079065e-07,0.685,0.0001,1.315,1.6736181798479088e-07
si31,31,14,0.0,0.685,0.0001,1.315,0.0
si32,32,14,4.5413063e-16,0.685,0.0001,1.315,3.4534648669201525e-16
si33,33,14,0.0,0.685,0.0001,1.315,0.0
p29,29,15,0.0,0.685,0.0001,1.315,0.0
p30,30,15,0.0,0.685,0.0001,1.315,0.0
p31,31,15,6.753947971499999e-08,0.685,0.0001,1.315,5.1360821076045624e-08
p32,32,15,1.1593084e-19,0.685,0.0001,1.315,8.816033460076046e-20
p33,33,15,0.0,0.685,0.0001,1.315,0.0
p34,34,15,0.0,0.685,0.0001,1.315,0.0
s32,32,16,2.5519379994999997e-06,0.685,0.0001,1.315,1.940637261977186e-06
s33,33,16,2.4228394649999998e-08,0.685,0.0001,1.315,1.8424634714828896e-08
s34,34,16,1.23008371995e-06,0.685,0.0001,1.315,9.354248820912548e-07
s35,35,16,2.2961895e-09,0.685,0.0001,1.315,1.746151711026616e-09
fe54,54,26,4.1760098675e-07,0.685,0.0001,1.315,3.175672903041825e-07
fe55,55,26,8.2020835e-09,0.685,0.0001,1.315,6.237325855513308e-09
fe56,56,26,7.2588543445e-06,0.685,0.0001,1.315,5.52004132661597e-06
fe57,57,26,3.0648000370000003e-07,0.685,0.0001,1.315,2.3306464159695822e-07
fe58,58,26,2.5610169649e-07,0.685,0.0001,1.315,1.947541418174905e-07
fe59,59,26,0.0,0.685,0.0001,1.315,0.0
fe60,60,26,1.1801379e-08,0.685,0.0001,1.315,8.974432699619772e-09
fe61,61,26,0.0,0.685,0.0001,1.315,0.0
co59,59,27,7.587190090499999e-08,0.685,0.0001,1.315,5.7697263045627373e-08
co60,60,27,4.1472546e-14,0.685,0.0001,1.315,3.153805779467681e-14
co61,61,27,0.0,0.685,0.0001,1.315,0.0
ni58,58,28,2.8847621799999994e-07,0.685,0.0001,1.315,2.193735498098859e-07
ni59,59,28,3.5419528e-10,0.685,0.0001,1.315,2.6935002281368824e-10
ni60,60,28,1.52619454815e-07,0.685,0.0001,1.315,1.1606042191254753e-07
ni61,61,28,1.2420140138749998e-07,0.685,0.0001,1.315,9.444973489543726e-08
ni62,62,28,6.386758000000091e-11,0.685,0.0001,1.315,4.856850190114138e-11
g,1,0,1.796196885439e-08,0.713,0.0001,1.537,1.1686381818080676e-08
n,1,0,0.0,0.713,0.0001,1.537,0.0
p,1,1,0.96798779874,0.713,0.0001,1.537,0.6297903700325309
d,2,1,9.0846021e-18,0.713,0.0001,1.537,5.910606441119063e-18
he3,3,2,0.00023589554,0.713,0.0001,1.537,0.00015347790500975928
he4,4,2,0.5115078444,0.713,0.0001,1.537,0.3327962553025374
li7,7,3,9.475699999999717e-12,0.713,0.0001,1.537,6.165061808718099e-12
be7,7,4,6.9413476e-14,0.713,0.0001,1.537,4.516166297983084e-14
b8,8,5,6.125329299999999e-29,0.713,0.0001,1.537,3.985250032530904e-29
c12,12,6,0.048440359348823,0.713,0.0001,1.537,0.031516173941979836
c13,13,6,2.0689164951500002e-06,0.713,0.0001,1.537,1.346074492615485e-06
c14,14,6,6.3357511e-08,0.713,0.0001,1.537,4.1221542615484715e-08
n13,13,7,0.0,0.713,0.0001,1.537,0.0
n14,14,7,8.14089397556e-05,0.713,0.0001,1.537,5.296612866337021e-05
n15,15,7,1.5057099717999997e-08,0.713,0.0001,1.537,9.796421417046193e-09
o14,14,8,0.0,0.713,0.0001,1.537,0.0
o15,15,8,0.0,0.713,0.0001,1.537,0.0
o16,16,8,0.000704718275113,0.713,0.0001,1.537,0.000458502456156799
o17,17,8,3.945625094e-07,0.713,0.0001,1.537,2.567095051398829e-07
o18,18,8,9.769351772e-08,0.713,0.0001,1.537,6.35611696291477e-08
o19,19,8,0.0,0.713,0.0001,1.537,0.0
f17,17,9,0.0,0.713,0.0001,1.537,0.0
f18,18,9,0.0,0.713,0.0001,1.537,0.0
f19,19,9,1.87715604938298e-05,0.713,0.0001,1.537,1.2213116781932206e-05
f20,20,9,0.0,0.713,0.0001,1.537,0.0
ne19,19,10,0.0,0.713,0.0001,1.537,0.0
ne20,20,10,0.0001364136937929,0.713,0.0001,1.537,8.875321652108003e-05
