#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa
5.8391e+00   3.2856e+10   4.1780e+09   2.8680e+10   4.1780e+00   3.6054e+00   1.6671e+00   1.2716e-01   8.7284e-01   1.0765e+09   1.4704e+08  
5.8401e+00   3.2859e+10   4.1775e+09   2.8684e+10   4.1775e+00   3.6049e+00   1.6673e+00   1.2713e-01   8.7287e-01   1.0764e+09   1.4702e+08  
5.8411e+00   3.2863e+10   4.1769e+09   2.8688e+10   4.1769e+00   3.6044e+00   1.6676e+00   1.2710e-01   8.7290e-01   1.0762e+09   1.4700e+08  
5.8421e+00   3.2867e+10   4.1763e+09   2.8693e+10   4.1763e+00   3.6038e+00   1.6679e+00   1.2707e-01   8.7293e-01   1.0761e+09   1.4699e+08  
5.8431e+00   3.2870e+10   4.1758e+09   2.8697e+10   4.1758e+00   3.6033e+00   1.6682e+00   1.2704e-01   8.7296e-01   1.0759e+09   1.4697e+08  
5.8441e+00   3.2874e+10   4.1752e+09   2.8701e+10   4.1752e+00   3.6028e+00   1.6685e+00   1.2701e-01   8.7299e-01   1.0758e+09   1.4695e+08  
5.8451e+00   3.2877e+10   4.1746e+09   2.8705e+10   4.1746e+00   3.6023e+00   1.6687e+00   1.2697e-01   8.7303e-01   1.0756e+09   1.4693e+08  
5.8461e+00   3.2881e+10   4.1740e+09   2.8709e+10   4.1740e+00   3.6018e+00   1.6690e+00   1.2694e-01   8.7306e-01   1.0755e+09   1.4691e+08  
5.8471e+00   3.2885e+10   4.1735e+09   2.8714e+10   4.1735e+00   3.6013e+00   1.6693e+00   1.2691e-01   8.7309e-01   1.0753e+09   1.4689e+08  
5.8481e+00   3.2888e+10   4.1729e+09   2.8718e+10   4.1729e+00   3.6008e+00   1.6696e+00   1.2688e-01   8.7312e-01   1.0752e+09   1.4687e+08  
5.8491e+00   3.2892e+10   4.1723e+09   2.8722e+10   4.1723e+00   3.6002e+00   1.6699e+00   1.2685e-01   8.7315e-01   1.0750e+09   1.4685e+08  
5.8501e+00   3.2895e+10   4.1718e+09   2.8726e+10   4.1718e+00   3.5997e+00   1.6701e+00   1.2682e-01   8.7318e-01   1.0749e+09   1.4683e+08  
5.8511e+00   3.2899e+10   4.1712e+09   2.8730e+10   4.1712e+00   3.5992e+00   1.6704e+00   1.2679e-01   8.7321e-01   1.0747e+09   1.4681e+08  
5.8521e+00   3.2903e+10   4.1706e+09   2.8734e+10   4.1706e+00   3.5987e+00   1.6707e+00   1.2676e-01   8.7324e-01   1.0746e+09   1.4680e+08  
5.8531e+00   3.2906e+10   4.1700e+09   2.8739e+10   4.1700e+00   3.5982e+00   1.6710e+00   1.2672e-01   8.7328e-01   1.0744e+09   1.4678e+08  
5.8541e+00   3.2910e+10   4.1695e+09   2.8743e+10   4.1695e+00   3.5977e+00   1.6713e+00   1.2669e-01   8.7331e-01   1.0743e+09   1.4676e+08  
5.8551e+00   3.2913e+10   4.1689e+09   2.8747e+10   4.1689e+00   3.5972e+00   1.6715e+00   1.2666e-01   8.7334e-01   1.0742e+09   1.4674e+08  
5.8561e+00   3.2917e+10   4.1683e+09   2.8751e+10   4.1683e+00   3.5966e+00   1.6718e+00   1.2663e-01   8.7337e-01   1.0740e+09   1.4672e+08  
5.8571e+00   3.2921e+10   4.1677e+09   2.8755e+10   4.1677e+00   3.5961e+00   1.6721e+00   1.2660e-01   8.7340e-01   1.0739e+09   1.4670e+08  
5.8581e+00   3.2924e+10   4.1672e+09   2.8759e+10   4.1672e+00   3.5956e+00   1.6724e+00   1.2657e-01   8.7343e-01   1.0737e+09   1.4668e+08  
5.8591e+00   3.2928e+10   4.1666e+09   2.8764e+10   4.1666e+00   3.5951e+00   1.6727e+00   1.2654e-01   8.7346e-01   1.0736e+09   1.4666e+08  
5.8601e+00   3.2931e+10   4.1660e+09   2.8768e+10   4.1660e+00   3.5946e+00   1.6729e+00   1.2651e-01   8.7349e-01   1.0734e+09   1.4664e+08  
5.8611e+00   3.2935e+10   4.1655e+09   2.8772e+10   4.1655e+00   3.5941e+00   1.6732e+00   1.2648e-01   8.7352e-01   1.0733e+09   1.4662e+08  
5.8621e+00   3.2939e+10   4.1649e+09   2.8776e+10   4.1649e+00   3.5936e+00   1.6735e+00   1.2644e-01   8.7356e-01   1.0731e+09   1.4661e+08  
5.8631e+00   3.2942e+10   4.1643e+09   2.8780e+10   4.1643e+00   3.5931e+00   1.6738e+00   1.2641e-01   8.7359e-01   1.0730e+09   1.4659e+08  
5.8641e+00   3.2946e+10   4.1637e+09   2.8784e+10   4.1637e+00   3.5925e+00   1.6741e+00   1.2638e-01   8.7362e-01   1.0728e+09   1.4657e+08  
5.8651e+00   3.2949e+10   4.1632e+09   2.8789e+10   4.1632e+00   3.5920e+00   1.6743e+00   1.2635e-01   8.7365e-01   1.0727e+09   1.4655e+08  
5.8661e+00   3.2953e+10   4.1626e+09   2.8793e+10   4.1626e+00   3.5915e+00   1.6746e+00   1.2632e-01   8.7368e-01   1.0725e+09   1.4653e+08  
5.8671e+00   3.2957e+10   4.1620e+09   2.8797e+10   4.1620e+00   3.5910e+00   1.6749e+00   1.2629e-01   8.7371e-01   1.0724e+09   1.4651e+08  
5.8681e+00   3.2960e+10   4.1615e+09   2.8801e+10   4.1615e+00   3.5905e+00   1.6752e+00   1.2626e-01   8.7374e-01   1.0722e+09   1.4649e+08  
5.8691e+00   3.2964e+10   4.1609e+09   2.8805e+10   4.1609e+00   3.5900e+00   1.6755e+00   1.2623e-01   8.7377e-01   1.0721e+09   1.4647e+08  
5.8701e+00   3.2967e+10   4.1603e+09   2.8809e+10   4.1603e+00   3.5895e+00   1.6757e+00   1.2620e-01   8.7380e-01   1.0719e+09   1.4645e+08  
5.8711e+00   3.2971e+10   4.1598e+09   2.8814e+10   4.1598e+00   3.5889e+00   1.6760e+00   1.2616e-01   8.7384e-01   1.0718e+09   1.4643e+08  
5.8721e+00   3.2975e+10   4.1592e+09   2.8818e+10   4.1592e+00   3.5884e+00   1.6763e+00   1.2613e-01   8.7387e-01   1.0716e+09   1.4641e+08  
5.8731e+00   3.2978e+10   4.1586e+09   2.8822e+10   4.1586e+00   3.5879e+00   1.6766e+00   1.2610e-01   8.7390e-01   1.0715e+09   1.4640e+08  
5.8741e+00   3.2982e+10   4.1580e+09   2.8826e+10   4.1580e+00   3.5874e+00   1.6769e+00   1.2607e-01   8.7393e-01   1.0714e+09   1.4638e+08  
5.8751e+00   3.2985e+10   4.1575e+09   2.8830e+10   4.1575e+00   3.5869e+00   1.6771e+00   1.2604e-01   8.7396e-01   1.0712e+09   1.4636e+08  
5.8761e+00   3.2989e+10   4.1569e+09   2.8834e+10   4.1569e+00   3.5864e+00   1.6774e+00   1.2601e-01   8.7399e-01   1.0711e+09   1.4634e+08  
5.8771e+00   3.2992e+10   4.1563e+09   2.8838e+10   4.1563e+00   3.5859e+00   1.6777e+00   1.2598e-01   8.7402e-01   1.0709e+09   1.4632e+08  
5.8781e+00   3.2996e+10   4.1558e+09   2.8843e+10   4.1558e+00   3.5854e+00   1.6780e+00   1.2595e-01   8.7405e-01   1.0708e+09   1.4630e+08  
5.8791e+00   3.3000e+10   4.1552e+09   2.8847e+10   4.1552e+00   3.5848e+00   1.6783e+00   1.2592e-01   8.7408e-01   1.0706e+09   1.4628e+08  
5.8801e+00   3.3003e+10   4.1546e+09   2.8851e+10   4.1546e+00   3.5843e+00   1.6786e+00   1.2589e-01   8.7411e-01   1.0705e+09   1.4626e+08  
5.8811e+00   3.3007e+10   4.1540e+09   2.8855e+10   4.1540e+00   3.5838e+00   1.6788e+00   1.2585e-01   8.7415e-01   1.0703e+09   1.4624e+08  
5.8821e+00   3.3010e+10   4.1535e+09   2.8859e+10   4.1535e+00   3.5833e+00   1.6791e+00   1.2582e-01   8.7418e-01   1.0702e+09   1.4622e+08  
5.8831e+00   3.3014e+10   4.1529e+09   2.8863e+10   4.1529e+00   3.5828e+00   1.6794e+00   1.2579e-01   8.7421e-01   1.0700e+09   1.4621e+08  
5.8841e+00   3.3018e+10   4.1523e+09   2.8868e+10   4.1523e+00   3.5823e+00   1.6797e+00   1.2576e-01   8.7424e-01   1.0699e+09   1.4619e+08  
5.8851e+00   3.3021e+10   4.1518e+09   2.8872e+10   4.1518e+00   3.5818e+00   1.6800e+00   1.2573e-01   8.7427e-01   1.0697e+09   1.4617e+08  
5.8861e+00   3.3025e+10   4.1512e+09   2.8876e+10   4.1512e+00   3.5813e+00   1.6802e+00   1.2570e-01   8.7430e-01   1.0696e+09   1.4615e+08  
5.8871e+00   3.3028e+10   4.1506e+09   2.8880e+10   4.1506e+00   3.5808e+00   1.6805e+00   1.2567e-01   8.7433e-01   1.0694e+09   1.4613e+08  
5.8881e+00   3.3032e+10   4.1501e+09   2.8884e+10   4.1501e+00   3.5802e+00   1.6808e+00   1.2564e-01   8.7436e-01   1.0693e+09   1.4611e+08  
5.8891e+00   3.3035e+10   4.1495e+09   2.8888e+10   4.1495e+00   3.5797e+00   1.6811e+00   1.2561e-01   8.7439e-01   1.0692e+09   1.4609e+08  
5.8901e+00   3.3039e+10   4.1489e+09   2.8892e+10   4.1489e+00   3.5792e+00   1.6814e+00   1.2558e-01   8.7442e-01   1.0690e+09   1.4607e+08  
5.8911e+00   3.3043e+10   4.1483e+09   2.8897e+10   4.1483e+00   3.5787e+00   1.6816e+00   1.2555e-01   8.7445e-01   1.0689e+09   1.4605e+08  
5.8921e+00   3.3046e+10   4.1478e+09   2.8901e+10   4.1478e+00   3.5782e+00   1.6819e+00   1.2551e-01   8.7449e-01   1.0687e+09   1.4603e+08  
5.8931e+00   3.3050e+10   4.1472e+09   2.8905e+10   4.1472e+00   3.5777e+00   1.6822e+00   1.2548e-01   8.7452e-01   1.0686e+09   1.4602e+08  
5.8941e+00   3.3053e+10   4.1466e+09   2.8909e+10   4.1466e+00   3.5772e+00   1.6825e+00   1.2545e-01   8.7455e-01   1.0684e+09   1.4600e+08  
5.8951e+00   3.3057e+10   4.1461e+09   2.8913e+10   4.1461e+00   3.5767e+00   1.6828e+00   1.2542e-01   8.7458e-01   1.0683e+09   1.4598e+08  
5.8961e+00   3.3061e+10   4.1455e+09   2.8917e+10   4.1455e+00   3.5762e+00   1.6831e+00   1.2539e-01   8.7461e-01   1.0681e+09   1.4596e+08  
5.8971e+00   3.3064e+10   4.1449e+09   2.8922e+10   4.1449e+00   3.5756e+00   1.6833e+00   1.2536e-01   8.7464e-01   1.0680e+09   1.4594e+08  
5.8981e+00   3.3068e+10   4.1444e+09   2.8926e+10   4.1444e+00   3.5751e+00   1.6836e+00   1.2533e-01   8.7467e-01   1.0678e+09   1.4592e+08  
5.8991e+00   3.3071e+10   4.1438e+09   2.8930e+10   4.1438e+00   3.5746e+00   1.6839e+00   1.2530e-01   8.7470e-01   1.0677e+09   1.4590e+08  
5.9001e+00   3.3075e+10   4.1432e+09   2.8934e+10   4.1432e+00   3.5741e+00   1.6842e+00   1.2527e-01   8.7473e-01   1.0675e+09   1.4588e+08  
5.9011e+00   3.3078e+10   4.1427e+09   2.8938e+10   4.1427e+00   3.5736e+00   1.6845e+00   1.2524e-01   8.7476e-01   1.0674e+09   1.4586e+08  
5.9021e+00   3.3082e+10   4.1421e+09   2.8942e+10   4.1421e+00   3.5731e+00   1.6847e+00   1.2521e-01   8.7479e-01   1.0672e+09   1.4584e+08  
5.9031e+00   3.3086e+10   4.1415e+09   2.8946e+10   4.1415e+00   3.5726e+00   1.6850e+00   1.2518e-01   8.7482e-01   1.0671e+09   1.4583e+08  
5.9041e+00   3.3089e+10   4.1409e+09   2.8951e+10   4.1409e+00   3.5721e+00   1.6853e+00   1.2515e-01   8.7485e-01   1.0670e+09   1.4581e+08  
5.9051e+00   3.3093e+10   4.1404e+09   2.8955e+10   4.1404e+00   3.5716e+00   1.6856e+00   1.2511e-01   8.7489e-01   1.0668e+09   1.4579e+08  
5.9061e+00   3.3096e+10   4.1398e+09   2.8959e+10   4.1398e+00   3.5710e+00   1.6859e+00   1.2508e-01   8.7492e-01   1.0667e+09   1.4577e+08  
5.9071e+00   3.3100e+10   4.1392e+09   2.8963e+10   4.1392e+00   3.5705e+00   1.6861e+00   1.2505e-01   8.7495e-01   1.0665e+09   1.4575e+08  
5.9081e+00   3.3103e+10   4.1387e+09   2.8967e+10   4.1387e+00   3.5700e+00   1.6864e+00   1.2502e-01   8.7498e-01   1.0664e+09   1.4573e+08  
5.9091e+00   3.3107e+10   4.1381e+09   2.8971e+10   4.1381e+00   3.5695e+00   1.6867e+00   1.2499e-01   8.7501e-01   1.0662e+09   1.4571e+08  
5.9101e+00   3.3111e+10   4.1375e+09   2.8975e+10   4.1375e+00   3.5690e+00   1.6870e+00   1.2496e-01   8.7504e-01   1.0661e+09   1.4569e+08  
5.9111e+00   3.3114e+10   4.1370e+09   2.8979e+10   4.1370e+00   3.5685e+00   1.6873e+00   1.2493e-01   8.7507e-01   1.0659e+09   1.4567e+08  
5.9121e+00   3.3118e+10   4.1364e+09   2.8984e+10   4.1364e+00   3.5680e+00   1.6876e+00   1.2490e-01   8.7510e-01   1.0658e+09   1.4566e+08  
5.9131e+00   3.3121e+10   4.1358e+09   2.8988e+10   4.1358e+00   3.5675e+00   1.6878e+00   1.2487e-01   8.7513e-01   1.0656e+09   1.4564e+08  
5.9141e+00   3.3125e+10   4.1353e+09   2.8992e+10   4.1353e+00   3.5670e+00   1.6881e+00   1.2484e-01   8.7516e-01   1.0655e+09   1.4562e+08  
5.9151e+00   3.3128e+10   4.1347e+09   2.8996e+10   4.1347e+00   3.5665e+00   1.6884e+00   1.2481e-01   8.7519e-01   1.0653e+09   1.4560e+08  
5.9161e+00   3.3132e+10   4.1341e+09   2.9000e+10   4.1341e+00   3.5660e+00   1.6887e+00   1.2478e-01   8.7522e-01   1.0652e+09   1.4558e+08  
5.9171e+00   3.3135e+10   4.1336e+09   2.9004e+10   4.1336e+00   3.5654e+00   1.6890e+00   1.2475e-01   8.7525e-01   1.0650e+09   1.4556e+08  
5.9181e+00   3.3139e+10   4.1330e+09   2.9008e+10   4.1330e+00   3.5649e+00   1.6892e+00   1.2472e-01   8.7528e-01   1.0649e+09   1.4554e+08  
5.9191e+00   3.3143e+10   4.1324e+09   2.9013e+10   4.1324e+00   3.5644e+00   1.6895e+00   1.2469e-01   8.7531e-01   1.0648e+09   1.4552e+08  
5.9201e+00   3.3146e+10   4.1319e+09   2.9017e+10   4.1319e+00   3.5639e+00   1.6898e+00   1.2466e-01   8.7534e-01   1.0646e+09   1.4550e+08  
5.9211e+00   3.3150e+10   4.1313e+09   2.9021e+10   4.1313e+00   3.5634e+00   1.6901e+00   1.2462e-01   8.7538e-01   1.0645e+09   1.4548e+08  
5.9221e+00   3.3153e+10   4.1307e+09   2.9025e+10   4.1307e+00   3.5629e+00   1.6904e+00   1.2459e-01   8.7541e-01   1.0643e+09   1.4547e+08  
5.9231e+00   3.3157e+10   4.1301e+09   2.9029e+10   4.1301e+00   3.5624e+00   1.6907e+00   1.2456e-01   8.7544e-01   1.0642e+09   1.4545e+08  
5.9241e+00   3.3160e+10   4.1296e+09   2.9033e+10   4.1296e+00   3.5619e+00   1.6910e+00   1.2453e-01   8.7547e-01   1.0640e+09   1.4543e+08  
5.9251e+00   3.3164e+10   4.1290e+09   2.9037e+10   4.1290e+00   3.5614e+00   1.6913e+00   1.2450e-01   8.7550e-01   1.0639e+09   1.4541e+08  
5.9261e+00   3.3168e+10   4.1284e+09   2.9041e+10   4.1284e+00   3.5609e+00   1.6916e+00   1.2447e-01   8.7553e-01   1.0637e+09   1.4539e+08  
5.9271e+00   3.3171e+10   4.1279e+09   2.9046e+10   4.1279e+00   3.5604e+00   1.6919e+00   1.2444e-01   8.7556e-01   1.0636e+09   1.4537e+08  
5.9281e+00   3.3175e+10   4.1273e+09   2.9050e+10   4.1273e+00   3.5598e+00   1.6922e+00   1.2441e-01   8.7559e-01   1.0634e+09   1.4535e+08  
5.9291e+00   3.3178e+10   4.1267e+09   2.9054e+10   4.1267e+00   3.5593e+00   1.6924e+00   1.2438e-01   8.7562e-01   1.0633e+09   1.4533e+08  
5.9301e+00   3.3182e+10   4.1262e+09   2.9058e+10   4.1262e+00   3.5588e+00   1.6927e+00   1.2435e-01   8.7565e-01   1.0631e+09   1.4531e+08  
5.9311e+00   3.3185e+10   4.1256e+09   2.9062e+10   4.1256e+00   3.5583e+00   1.6930e+00   1.2432e-01   8.7568e-01   1.0630e+09   1.4529e+08  
5.9321e+00   3.3189e+10   4.1250e+09   2.9066e+10   4.1250e+00   3.5578e+00   1.6933e+00   1.2429e-01   8.7571e-01   1.0629e+09   1.4528e+08  
5.9331e+00   3.3192e+10   4.1245e+09   2.9070e+10   4.1245e+00   3.5573e+00   1.6936e+00   1.2426e-01   8.7574e-01   1.0627e+09   1.4526e+08  
5.9341e+00   3.3196e+10   4.1239e+09   2.9074e+10   4.1239e+00   3.5568e+00   1.6939e+00   1.2423e-01   8.7577e-01   1.0626e+09   1.4524e+08  
5.9351e+00   3.3200e+10   4.1233e+09   2.9079e+10   4.1233e+00   3.5563e+00   1.6942e+00   1.2420e-01   8.7580e-01   1.0624e+09   1.4522e+08  
5.9361e+00   3.3203e+10   4.1228e+09   2.9083e+10   4.1228e+00   3.5558e+00   1.6945e+00   1.2417e-01   8.7583e-01   1.0623e+09   1.4520e+08  
5.9371e+00   3.3207e+10   4.1222e+09   2.9087e+10   4.1222e+00   3.5553e+00   1.6948e+00   1.2414e-01   8.7586e-01   1.0621e+09   1.4518e+08  
5.9381e+00   3.3210e+10   4.1216e+09   2.9091e+10   4.1216e+00   3.5548e+00   1.6951e+00   1.2411e-01   8.7589e-01   1.0620e+09   1.4516e+08  
5.9391e+00   3.3214e+10   4.1211e+09   2.9095e+10   4.1211e+00   3.5543e+00   1.6954e+00   1.2408e-01   8.7592e-01   1.0618e+09   1.4514e+08  
5.9401e+00   3.3217e+10   4.1205e+09   2.9099e+10   4.1205e+00   3.5537e+00   1.6957e+00   1.2405e-01   8.7595e-01   1.0617e+09   1.4512e+08  
5.9411e+00   3.3221e+10   4.1199e+09   2.9103e+10   4.1199e+00   3.5532e+00   1.6959e+00   1.2402e-01   8.7598e-01   1.0615e+09   1.4510e+08  
5.9421e+00   3.3224e+10   4.1194e+09   2.9107e+10   4.1194e+00   3.5527e+00   1.6962e+00   1.2399e-01   8.7601e-01   1.0614e+09   1.4509e+08  
5.9431e+00   3.3228e+10   4.1188e+09   2.9112e+10   4.1188e+00   3.5522e+00   1.6965e+00   1.2396e-01   8.7604e-01   1.0612e+09   1.4507e+08  
5.9441e+00   3.3232e+10   4.1182e+09   2.9116e+10   4.1182e+00   3.5517e+00   1.6968e+00   1.2393e-01   8.7607e-01   1.0611e+09   1.4505e+08  
5.9451e+00   3.3235e+10   4.1177e+09   2.9120e+10   4.1177e+00   3.5512e+00   1.6971e+00   1.2390e-01   8.7610e-01   1.0610e+09   1.4503e+08  
5.9461e+00   3.3239e+10   4.1171e+09   2.9124e+10   4.1171e+00   3.5507e+00   1.6974e+00   1.2386e-01   8.7614e-01   1.0608e+09   1.4501e+08  
5.9471e+00   3.3242e+10   4.1165e+09   2.9128e+10   4.1165e+00   3.5502e+00   1.6977e+00   1.2383e-01   8.7617e-01   1.0607e+09   1.4499e+08  
5.9481e+00   3.3246e+10   4.1160e+09   2.9132e+10   4.1160e+00   3.5497e+00   1.6980e+00   1.2380e-01   8.7620e-01   1.0605e+09   1.4497e+08  
5.9491e+00   3.3249e+10   4.1154e+09   2.9136e+10   4.1154e+00   3.5492e+00   1.6983e+00   1.2377e-01   8.7623e-01   1.0604e+09   1.4495e+08  
5.9501e+00   3.3253e+10   4.1148e+09   2.9140e+10   4.1148e+00   3.5487e+00   1.6986e+00   1.2374e-01   8.7626e-01   1.0602e+09   1.4493e+08  
5.9511e+00   3.3256e+10   4.1143e+09   2.9145e+10   4.1143e+00   3.5482e+00   1.6989e+00   1.2371e-01   8.7629e-01   1.0601e+09   1.4492e+08  
5.9521e+00   3.3260e+10   4.1137e+09   2.9149e+10   4.1137e+00   3.5477e+00   1.6992e+00   1.2368e-01   8.7632e-01   1.0599e+09   1.4490e+08  
5.9531e+00   3.3264e+10   4.1131e+09   2.9153e+10   4.1131e+00   3.5472e+00   1.6995e+00   1.2365e-01   8.7635e-01   1.0598e+09   1.4488e+08  
5.9541e+00   3.3267e+10   4.1126e+09   2.9157e+10   4.1126e+00   3.5466e+00   1.6998e+00   1.2362e-01   8.7638e-01   1.0596e+09   1.4486e+08  
5.9551e+00   3.3271e+10   4.1120e+09   2.9161e+10   4.1120e+00   3.5461e+00   1.7000e+00   1.2359e-01   8.7641e-01   1.0595e+09   1.4484e+08  
5.9561e+00   3.3274e+10   4.1114e+09   2.9165e+10   4.1114e+00   3.5456e+00   1.7003e+00   1.2356e-01   8.7644e-01   1.0594e+09   1.4482e+08  
5.9571e+00   3.3278e+10   4.1109e+09   2.9169e+10   4.1109e+00   3.5451e+00   1.7006e+00   1.2353e-01   8.7647e-01   1.0592e+09   1.4480e+08  
5.9581e+00   3.3281e+10   4.1103e+09   2.9173e+10   4.1103e+00   3.5446e+00   1.7009e+00   1.2350e-01   8.7650e-01   1.0591e+09   1.4478e+08  
5.9591e+00   3.3285e+10   4.1097e+09   2.9177e+10   4.1097e+00   3.5441e+00   1.7012e+00   1.2347e-01   8.7653e-01   1.0589e+09   1.4476e+08  
5.9601e+00   3.3288e+10   4.1092e+09   2.9182e+10   4.1092e+00   3.5436e+00   1.7015e+00   1.2344e-01   8.7656e-01   1.0588e+09   1.4474e+08  
5.9611e+00   3.3292e+10   4.1086e+09   2.9186e+10   4.1086e+00   3.5431e+00   1.7018e+00   1.2341e-01   8.7659e-01   1.0586e+09   1.4473e+08  
5.9621e+00   3.3295e+10   4.1080e+09   2.9190e+10   4.1080e+00   3.5426e+00   1.7021e+00   1.2338e-01   8.7662e-01   1.0585e+09   1.4471e+08  
5.9631e+00   3.3299e+10   4.1075e+09   2.9194e+10   4.1075e+00   3.5421e+00   1.7024e+00   1.2335e-01   8.7665e-01   1.0583e+09   1.4469e+08  
5.9641e+00   3.3303e+10   4.1069e+09   2.9198e+10   4.1069e+00   3.5416e+00   1.7027e+00   1.2332e-01   8.7668e-01   1.0582e+09   1.4467e+08  
5.9651e+00   3.3306e+10   4.1064e+09   2.9202e+10   4.1064e+00   3.5411e+00   1.7030e+00   1.2329e-01   8.7671e-01   1.0580e+09   1.4465e+08  
5.9661e+00   3.3310e+10   4.1058e+09   2.9206e+10   4.1058e+00   3.5406e+00   1.7033e+00   1.2326e-01   8.7674e-01   1.0579e+09   1.4463e+08  
5.9671e+00   3.3313e+10   4.1052e+09   2.9210e+10   4.1052e+00   3.5401e+00   1.7036e+00   1.2323e-01   8.7677e-01   1.0578e+09   1.4461e+08  
5.9681e+00   3.3317e+10   4.1047e+09   2.9214e+10   4.1047e+00   3.5396e+00   1.7039e+00   1.2320e-01   8.7680e-01   1.0576e+09   1.4459e+08  
5.9691e+00   3.3320e+10   4.1041e+09   2.9218e+10   4.1041e+00   3.5391e+00   1.7042e+00   1.2317e-01   8.7683e-01   1.0575e+09   1.4457e+08  
5.9701e+00   3.3324e+10   4.1035e+09   2.9223e+10   4.1035e+00   3.5385e+00   1.7044e+00   1.2314e-01   8.7686e-01   1.0573e+09   1.4456e+08  
5.9711e+00   3.3327e+10   4.1030e+09   2.9227e+10   4.1030e+00   3.5380e+00   1.7047e+00   1.2311e-01   8.7689e-01   1.0572e+09   1.4454e+08  
5.9721e+00   3.3331e+10   4.1024e+09   2.9231e+10   4.1024e+00   3.5375e+00   1.7050e+00   1.2308e-01   8.7692e-01   1.0570e+09   1.4452e+08  
5.9731e+00   3.3334e+10   4.1018e+09   2.9235e+10   4.1018e+00   3.5370e+00   1.7053e+00   1.2305e-01   8.7695e-01   1.0569e+09   1.4450e+08  
5.9741e+00   3.3338e+10   4.1013e+09   2.9239e+10   4.1013e+00   3.5365e+00   1.7056e+00   1.2302e-01   8.7698e-01   1.0567e+09   1.4448e+08  
5.9751e+00   3.3341e+10   4.1007e+09   2.9243e+10   4.1007e+00   3.5360e+00   1.7059e+00   1.2299e-01   8.7701e-01   1.0566e+09   1.4446e+08  
5.9761e+00   3.3345e+10   4.1001e+09   2.9247e+10   4.1001e+00   3.5355e+00   1.7062e+00   1.2296e-01   8.7704e-01   1.0564e+09   1.4444e+08  
5.9771e+00   3.3349e+10   4.0996e+09   2.9251e+10   4.0996e+00   3.5350e+00   1.7065e+00   1.2293e-01   8.7707e-01   1.0563e+09   1.4442e+08  
5.9781e+00   3.3352e+10   4.0990e+09   2.9255e+10   4.0990e+00   3.5345e+00   1.7068e+00   1.2290e-01   8.7710e-01   1.0562e+09   1.4440e+08  
5.9791e+00   3.3356e+10   4.0984e+09   2.9260e+10   4.0984e+00   3.5340e+00   1.7071e+00   1.2287e-01   8.7713e-01   1.0560e+09   1.4439e+08  
5.9801e+00   3.3359e+10   4.0979e+09   2.9264e+10   4.0979e+00   3.5335e+00   1.7074e+00   1.2284e-01   8.7716e-01   1.0559e+09   1.4437e+08  
5.9811e+00   3.3363e+10   4.0973e+09   2.9268e+10   4.0973e+00   3.5330e+00   1.7077e+00   1.2281e-01   8.7719e-01   1.0557e+09   1.4435e+08  
5.9821e+00   3.3366e+10   4.0967e+09   2.9272e+10   4.0967e+00   3.5325e+00   1.7080e+00   1.2278e-01   8.7722e-01   1.0556e+09   1.4433e+08  
5.9831e+00   3.3370e+10   4.0962e+09   2.9276e+10   4.0962e+00   3.5320e+00   1.7083e+00   1.2275e-01   8.7725e-01   1.0554e+09   1.4431e+08  
5.9841e+00   3.3373e+10   4.0956e+09   2.9280e+10   4.0956e+00   3.5315e+00   1.7086e+00   1.2272e-01   8.7728e-01   1.0553e+09   1.4429e+08  
5.9851e+00   3.3377e+10   4.0951e+09   2.9284e+10   4.0951e+00   3.5310e+00   1.7089e+00   1.2269e-01   8.7731e-01   1.0551e+09   1.4427e+08  
5.9861e+00   3.3380e+10   4.0945e+09   2.9288e+10   4.0945e+00   3.5305e+00   1.7092e+00   1.2266e-01   8.7734e-01   1.0550e+09   1.4425e+08  
5.9871e+00   3.3384e+10   4.0939e+09   2.9292e+10   4.0939e+00   3.5300e+00   1.7094e+00   1.2263e-01   8.7737e-01   1.0548e+09   1.4423e+08  
5.9881e+00   3.3387e+10   4.0934e+09   2.9296e+10   4.0934e+00   3.5295e+00   1.7097e+00   1.2260e-01   8.7740e-01   1.0547e+09   1.4422e+08  
5.9891e+00   3.3391e+10   4.0928e+09   2.9300e+10   4.0928e+00   3.5290e+00   1.7100e+00   1.2257e-01   8.7743e-01   1.0546e+09   1.4420e+08  
5.9901e+00   3.3394e+10   4.0922e+09   2.9305e+10   4.0922e+00   3.5285e+00   1.7103e+00   1.2254e-01   8.7746e-01   1.0544e+09   1.4418e+08  
5.9911e+00   3.3398e+10   4.0917e+09   2.9309e+10   4.0917e+00   3.5279e+00   1.7106e+00   1.2251e-01   8.7749e-01   1.0543e+09   1.4416e+08  
5.9921e+00   3.3401e+10   4.0911e+09   2.9313e+10   4.0911e+00   3.5274e+00   1.7109e+00   1.2248e-01   8.7752e-01   1.0541e+09   1.4414e+08  
5.9931e+00   3.3405e+10   4.0905e+09   2.9317e+10   4.0905e+00   3.5269e+00   1.7112e+00   1.2245e-01   8.7755e-01   1.0540e+09   1.4412e+08  
